Geneid	GSM1842140	GSM1842141	GSM1842142	GSM1842143	GSM1842144	GSM1842145	GSM1842146	GSM1842147	GSM1842148	GSM1842149	GSM1842150	GSM1842151	GSM1842152	GSM1842153	GSM1842154
ENSMUSG00000065491	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000043683	1189	1415	1489	1443	1176	1650	1042	938	906	729	1219	1509	510	8425	973
ENSMUSG00000047123	542	731	873	869	638	1080	878	313	291	274	440	591	324	2948	369
ENSMUSG00000024197	2056	2468	3082	3567	2314	3618	2597	1485	1119	3334	1453	2264	4300	12492	1658
ENSMUSG00000073380	2	6	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001228	9044	9983	5727	8574	9776	5631	4274	1994	1607	806	1891	2570	399	14347	1682
ENSMUSG00000024201	2083	2594	1977	2528	2432	2245	1373	1199	959	771	1378	1620	1018	10307	1290
ENSMUSG00000013236	9922	12349	9409	11952	13784	12219	6159	8141	5594	3131	8485	9662	1659	66222	7412
ENSMUSG00000098339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044526	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000110218	903	976	251	1051	520	166	61	323	328	216	422	543	161	3316	487
ENSMUSG00000042625	6003	5932	6078	5720	5624	4709	2179	1626	1254	975	1832	1230	836	14604	1710
ENSMUSG00000071054	7213	7831	7649	8111	8616	7309	3941	2225	1923	1129	2169	2550	1232	19979	2562
ENSMUSG00000049760	3157	2793	1276	4495	1189	1410	1709	948	825	590	1092	1304	309	7243	812
ENSMUSG00000120175	80	46	58	83	47	48	22	40	34	54	24	58	26	361	32
ENSMUSG00000057863	39018	32796	11113	50847	13275	10705	14851	5671	4013	2812	6364	9579	1927	45186	6374
ENSMUSG00000041168	4885	5858	4292	5521	4460	4337	2857	2196	1633	1010	2000	3011	1078	16631	2177
ENSMUSG00000040828	53	61	9	34	16	15	4	16	0	0	52	0	0	113	20
ENSMUSG00000002372	3584	4018	3628	4896	4086	3449	2188	2076	1517	1364	2079	2846	946	16496	2097
ENSMUSG00000121599	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000054723	529	555	335	608	392	409	243	837	468	366	911	896	304	6171	766
ENSMUSG00000002379	2702	2195	864	3085	960	849	1210	650	528	475	954	726	383	4808	634
ENSMUSG00000121836	7	6	8	13	8	12	14	0	0	0	0	0	0	0	0
ENSMUSG00000117146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039481	643	650	6	414	163	20	10	306	220	68	208	70	34	1430	145
ENSMUSG00000007603	2382	2370	1751	2979	1874	1822	1147	959	738	778	901	1107	340	8596	1084
ENSMUSG00000090273	65	54	45	53	51	54	17	18	32	1	26	46	0	199	26
ENSMUSG00000024206	380	728	492	767	757	782	431	245	142	90	136	455	8	1839	254
ENSMUSG00000121209	8	10	5	2	14	4	0	0	0	0	0	0	0	34	0
ENSMUSG00000024207	4	7	5	4	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024209	42	83	45	37	22	22	9	13	2	22	0	0	0	79	20
ENSMUSG00000024212	3284	3892	3095	3889	3576	2681	1622	2182	1558	987	2236	2807	805	17692	1982
ENSMUSG00000045019	0	17	6	2	0	6	2	0	8	0	0	0	0	13	1
ENSMUSG00000117245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002660	1604	1734	1060	2011	1066	1220	1046	654	495	310	869	949	126	5694	715
ENSMUSG00000002661	384	357	233	456	200	271	263	142	113	164	206	268	44	1347	158
ENSMUSG00000002664	6	11	11	10	2	16	9	1	18	0	28	16	0	20	4
ENSMUSG00000002658	2492	2898	3014	3463	2555	2650	2007	1325	1056	620	1426	1952	393	11192	1453
ENSMUSG00000109739	7	8	2	0	6	2	2	0	0	0	0	0	0	9	0
ENSMUSG00000007670	8383	8579	4759	7010	8004	5257	3381	3236	2207	1824	3065	4028	1378	27702	3149
ENSMUSG00000011486	1	4	13	3	2	4	6	0	0	0	0	0	0	5	0
ENSMUSG00000091390	8	6	3	1	3	3	0	0	0	0	0	50	0	4	2
ENSMUSG00000046329	2072	2217	693	1893	1893	1025	714	1252	867	832	1121	2769	860	11199	1314
ENSMUSG00000044279	931	1013	1	769	391	5	2	366	270	218	199	618	222	3678	501
ENSMUSG00000002668	214	223	49	155	110	27	24	131	29	54	16	122	18	680	100
ENSMUSG00000117297	2	1	2	1	5	0	0	0	0	0	0	0	0	10	0
ENSMUSG00000119983	6	0	2	2	4	0	0	12	0	0	0	0	0	0	6
ENSMUSG00000062591	132	177	632	692	474	669	833	2	0	0	6	54	0	64	14
ENSMUSG00000079414	81	113	117	79	101	86	62	31	38	0	44	124	0	317	55
ENSMUSG00000035678	248	349	935	553	812	756	1086	54	28	86	100	198	0	606	71
ENSMUSG00000117064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019489	2	2	0	0	0	0	0	13	10	0	0	0	0	118	4
ENSMUSG00000005824	0	2	2	2	2	55	20	0	0	0	0	0	0	6	0
ENSMUSG00000024164	528	696	13239	5640	5112	14618	10780	4732	2423	341	3638	10860	434	43865	5213
ENSMUSG00000099066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005823	1410	1675	1590	2107	1425	1680	1267	1109	980	1068	1310	1902	1014	10880	1326
ENSMUSG00000019487	2180	2588	2978	3267	2637	3309	2383	966	781	476	1175	1366	493	8952	1192
ENSMUSG00000118457	6	3	6	2	9	16	2	0	0	0	0	0	0	0	0
ENSMUSG00000034116	14	45	13	142	85	69	20	2	6	50	0	0	0	85	0
ENSMUSG00000004730	0	28	5	28	2	59	6	0	0	0	0	0	0	3	0
ENSMUSG00000090655	2	18	9	0	2	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000117223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117082	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117022	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038048	2	8	1	1	0	0	0	0	0	0	4	0	0	1	0
ENSMUSG00000071052	754	619	210	947	374	334	320	153	110	30	47	156	32	1195	130
ENSMUSG00000117281	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117271	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000117188	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000046952	18	13	33	23	37	31	20	8	20	1	0	2	0	35	5
ENSMUSG00000117100	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117298	3	2	2	3	0	4	4	0	0	0	0	0	0	2	0
ENSMUSG00000024227	1	7	0	0	2	0	0	0	0	0	0	0	0	2	2
ENSMUSG00000086594	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024228	73	137	93	153	86	188	100	327	206	114	333	350	130	2576	313
ENSMUSG00000077629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117184	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000117178	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117191	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000101606	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000064732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117134	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000117288	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117036	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093761	0	2	2	4	2	2	0	0	0	0	0	0	0	2	0
ENSMUSG00000117016	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098123	7	10	2	5	0	0	2	0	0	0	2	3	2	13	2
ENSMUSG00000098156	1	0	0	2	0	0	0	6	0	0	0	2	0	0	0
ENSMUSG00000117160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117066	0	1	3	0	0	0	2	2	0	0	17	0	0	3	0
ENSMUSG00000064570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048915	1193	1487	1596	1336	1330	1336	874	1298	1061	409	1871	1964	256	11738	1256
ENSMUSG00000023965	1123	1272	1715	1577	1610	1954	1181	841	705	743	1007	1417	635	7469	983
ENSMUSG00002075126	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000088853	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090565	1	0	6	4	2	4	0	0	6	0	0	0	0	8	0
ENSMUSG00000091426	0	5	0	0	0	0	2	0	0	0	0	0	0	6	0
ENSMUSG00002074993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117256	6	6	3	11	1	2	2	1	1	0	2	0	2	25	2
ENSMUSG00000117225	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117060	5	1	0	5	4	2	0	0	0	0	0	0	0	7	2
ENSMUSG00000117014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000127	833	1087	1786	1656	1687	2457	2099	706	519	476	1224	1146	630	4980	620
ENSMUSG00000024083	2354	3080	6132	5375	5240	7110	5618	2746	2327	2256	3692	3622	1995	21567	2590
ENSMUSG00002076004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120541	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024085	2663	3753	14337	6473	11388	18132	10240	2873	2531	1904	3687	3813	1396	22412	2854
ENSMUSG00000091160	8	4	14	9	14	17	13	0	0	0	0	0	0	11	0
ENSMUSG00000117105	0	1	10	0	0	5	7	0	0	0	0	0	0	0	1
ENSMUSG00000024088	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000117203	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077691	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000117336	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045036	3	11	6	8	0	11	10	0	0	0	0	0	0	2	4
ENSMUSG00000117012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117299	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117300	167	110	151	230	134	136	193	89	32	50	48	114	0	167	31
ENSMUSG00002076584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117140	0	2	0	0	2	0	0	0	0	0	0	0	0	8	0
ENSMUSG00000117158	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000024091	6770	7247	3582	8638	5076	4753	4561	2626	2018	1499	3526	5515	2077	19716	2224
ENSMUSG00000050612	0	5	6	8	9	15	2	0	0	0	0	0	0	2	0
ENSMUSG00000056515	863	1150	2234	3356	2459	2344	1613	738	422	764	661	1174	890	4673	555
ENSMUSG00000117114	3	2	14	5	9	5	4	7	6	10	18	60	0	27	0
ENSMUSG00000061950	3759	4776	3338	4377	4701	4133	2596	1927	1458	1391	3036	3026	1192	16418	2030
ENSMUSG00000024096	5887	7384	3232	5530	5279	3627	2297	2297	2054	2707	2809	3382	2247	21808	2909
ENSMUSG00000117335	13	10	14	4	3	5	7	8	0	0	6	0	0	50	2
ENSMUSG00000117250	3	4	6	10	4	5	4	0	4	23	12	40	0	35	0
ENSMUSG00000117229	3	1	2	0	2	2	0	0	0	0	4	0	0	0	2
ENSMUSG00000024098	8837	11091	3897	8365	7841	6104	4715	6422	4413	4238	8089	9113	3724	47291	5726
ENSMUSG00000034647	1252	1270	1302	1239	1359	1489	913	1029	849	834	1416	1586	459	8575	1106
ENSMUSG00000117074	0	6	4	6	1	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000024099	7332	6452	3074	9076	2765	3545	4424	1908	1474	1242	2199	3635	1178	13778	1769
ENSMUSG00000119004	1	3	3	9	4	1	2	0	2	3	0	0	0	24	4
ENSMUSG00000117321	24	9	4	23	24	5	5	0	2	5	0	0	0	25	2
ENSMUSG00000024101	1312	1441	1445	1883	1317	1415	1063	766	614	462	694	995	392	5977	795
ENSMUSG00000035842	1278	1275	755	1235	1149	790	411	632	518	245	659	737	356	4344	587
ENSMUSG00000117253	0	5	1	2	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000117312	0	4	13	0	8	5	1	0	0	0	0	0	0	0	0
ENSMUSG00000117296	6	13	17	14	6	30	1	0	0	0	0	0	0	4	0
ENSMUSG00000117246	0	1	3	0	2	0	0	10	0	0	0	0	0	8	0
ENSMUSG00000117220	5	6	2	0	3	0	0	6	0	0	0	0	0	11	2
ENSMUSG00000121208	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000117010	2	3	1	9	0	3	0	1	21	0	0	1	0	19	4
ENSMUSG00000052105	1165	1286	1060	737	813	764	334	349	229	366	266	365	76	2395	231
ENSMUSG00000093686	194	80	43	293	42	21	73	28	32	0	12	38	0	157	17
ENSMUSG00000117003	12	8	0	6	3	2	2	10	0	6	0	0	0	12	0
ENSMUSG00000121174	2	12	4	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000023460	2035	2223	2333	3036	2446	2770	1995	1236	945	1063	1611	1240	1093	9840	1147
ENSMUSG00000121111	14	7	8	20	18	3	9	18	2	15	0	0	0	42	6
ENSMUSG00000117235	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024105	1	8	0	9	0	0	0	0	0	0	0	0	0	29	0
ENSMUSG00000117186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033278	250	363	751	771	1095	1383	795	94	251	398	394	82	82	1186	145
ENSMUSG00000117065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114563	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114291	16	3	5	2	7	5	1	0	0	48	0	0	26	13	0
ENSMUSG00000117174	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117166	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000117329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117224	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0
ENSMUSG00000117332	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114492	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000093508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117029	1	7	5	0	0	0	0	0	2	0	0	0	18	22	4
ENSMUSG00000073375	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000032796	4283	6306	101	1764	3264	82	24	367	825	1040	1151	362	113	3020	346
ENSMUSG00000024043	2965	3439	4063	2986	4633	4683	2863	601	502	481	812	1047	172	4495	525
ENSMUSG00000090955	36	28	40	19	49	30	2	0	0	16	0	0	0	28	0
ENSMUSG00000117243	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000117208	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117193	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000041565	4	23	8	0	2	2	0	0	0	0	0	0	0	12	0
ENSMUSG00000090224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117274	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095407	24	29	8	32	54	4	6	4	3	18	18	0	0	84	28
ENSMUSG00000117004	1	3	0	0	0	0	0	0	0	26	0	0	0	0	0
ENSMUSG00000117093	2	4	0	5	11	0	0	0	0	0	0	0	0	8	2
ENSMUSG00000024044	3155	3807	6159	7029	7432	7356	4469	657	466	344	876	1030	164	6082	745
ENSMUSG00000100572	6	14	19	8	16	20	4	0	0	0	6	0	0	18	7
ENSMUSG00000117323	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117069	4	0	1	0	0	0	2	0	2	0	0	0	0	6	0
ENSMUSG00000049672	520	639	606	706	786	702	473	517	403	188	653	953	480	3906	410
ENSMUSG00000096988	8	12	8	6	0	12	2	6	18	34	12	0	0	29	4
ENSMUSG00000073374	68	42	18	53	33	30	14	26	18	24	20	154	0	216	17
ENSMUSG00000091636	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
ENSMUSG00000117053	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117071	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000117233	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003279	250	241	91	321	541	140	84	30	28	3	43	0	0	268	22
ENSMUSG00000097282	28	49	10	12	21	0	4	8	14	24	12	72	0	133	33
ENSMUSG00000117231	14	31	14	11	4	0	0	1	1	0	2	0	5	23	10
ENSMUSG00000093622	6	0	6	5	6	0	0	4	0	20	0	28	0	85	9
ENSMUSG00000047407	14484	15109	2314	11390	7488	2806	2026	7764	5741	2067	9081	15838	2470	53306	7245
ENSMUSG00000121122	22	14	6	6	3	2	2	1	0	0	18	0	0	20	12
ENSMUSG00000121105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121796	94	86	9	64	71	4	8	84	91	0	138	0	0	801	59
ENSMUSG00000080468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097154	5	8	4	8	6	3	0	0	4	0	0	0	0	18	6
ENSMUSG00000100865	46	13	11	48	13	5	10	0	0	2	8	9	2	43	0
ENSMUSG00000117121	7	6	0	0	0	0	0	0	0	0	0	0	0	14	0
ENSMUSG00000117156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066983	1	6	0	0	2	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000117200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117079	8	23	2	5	6	0	4	4	0	0	0	0	0	8	2
ENSMUSG00000034868	220	229	143	313	174	178	133	61	40	45	100	207	80	504	80
ENSMUSG00000117098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024048	7346	7207	3228	7443	4423	3339	2860	4106	2508	1935	4051	5255	1698	29223	3630
ENSMUSG00000024049	99	143	544	237	115	576	388	50	28	36	58	12	0	395	45
ENSMUSG00000117315	1	3	2	0	0	0	0	0	0	0	0	0	0	13	0
ENSMUSG00000117276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024052	3044	3372	2062	2588	3174	2051	1094	1634	1122	908	2107	2889	589	13382	1704
ENSMUSG00000024053	69	124	14042	4972	5638	17119	12228	7	4	0	2	0	0	35	0
ENSMUSG00000117137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117199	0	10	4	0	1	0	0	0	0	0	0	0	0	2	2
ENSMUSG00000024054	3943	5212	4224	4626	6586	4701	3019	2436	2001	1041	3273	3675	908	16229	2069
ENSMUSG00000102863	32	17	29	26	42	32	4	0	4	24	30	38	0	44	6
ENSMUSG00000103558	115	99	81	68	133	56	17	10	12	0	74	46	22	146	22
ENSMUSG00000117103	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0
ENSMUSG00000091831	7	6	4	4	9	12	0	0	4	0	0	0	0	28	0
ENSMUSG00000117107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024056	1097	1203	943	1587	1527	852	847	550	502	122	1017	764	106	2987	365
ENSMUSG00002075261	4	0	4	14	13	5	2	0	0	0	0	0	0	6	0
ENSMUSG00000121397	0	4	4	2	0	1	0	0	0	0	0	0	0	3	0
ENSMUSG00000079356	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000052525	36	45	34	41	28	18	10	5	15	18	22	32	0	191	11
ENSMUSG00000085492	278	317	77	259	138	80	61	337	301	116	460	489	170	3073	407
ENSMUSG00000117275	0	0	0	0	2	4	0	2	0	0	0	0	0	17	1
ENSMUSG00000117637	0	2	0	3	2	0	2	0	10	0	4	72	0	6	0
ENSMUSG00000041057	6484	7880	4088	7085	5383	4332	3845	2736	1780	1056	2917	4156	1013	18960	2224
ENSMUSG00000093289	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ENSMUSG00000092887	10	22	5	19	10	20	7	18	12	0	38	0	0	94	8
ENSMUSG00000092713	4	8	9	6	6	1	1	0	1	0	0	0	0	35	1
ENSMUSG00000045761	16	51	21	6	0	8	0	69	12	0	34	94	0	493	75
ENSMUSG00000089779	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0
ENSMUSG00000044375	3	10	4	5	2	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000117075	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024059	249	312	515	374	360	688	442	597	165	60	367	1253	102	3425	401
ENSMUSG00000055471	2	22	8	8	1	2	3	0	6	4	6	50	0	51	4
ENSMUSG00000117126	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117046	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00002076036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117247	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098193	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039770	2588	2325	1237	2837	1324	1508	1775	1503	1213	1300	2268	3560	1866	13524	1560
ENSMUSG00000024063	1213	1550	1283	2007	1598	1144	672	3362	2398	6535	4666	5610	6693	26334	2956
ENSMUSG00000118930	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117096	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000120305	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054469	1029	1337	1341	1258	1358	1657	1035	979	882	1022	1586	1647	1116	7514	929
ENSMUSG00000081492	0	11	4	2	2	4	0	2	0	0	2	4	0	46	7
ENSMUSG00000088224	1	0	0	1	0	0	0	0	0	0	0	0	0	4	1
ENSMUSG00000117292	9	14	31	6	12	13	0	0	0	20	0	0	34	3	0
ENSMUSG00000043705	0	8	5	2	0	0	0	10	28	0	0	0	0	62	8
ENSMUSG00000117088	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024064	20	47	11	20	27	7	7	107	201	275	206	0	152	721	92
ENSMUSG00000117023	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000117102	0	8	4	0	2	0	0	4	0	0	24	0	0	22	12
ENSMUSG00000117118	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117228	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090168	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024065	275	404	245	232	159	235	109	380	612	1205	948	232	880	3993	413
ENSMUSG00000117257	15	16	7	17	7	9	5	8	12	12	8	23	0	84	3
ENSMUSG00000024066	2348	2709	764	2085	1331	713	437	651	826	1047	1085	1102	827	7775	997
ENSMUSG00000117182	0	2	5	2	8	0	0	0	0	0	0	0	0	7	1
ENSMUSG00000088060	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038541	6	7	4	26	8	7	0	0	0	0	0	0	0	4	0
ENSMUSG00000117038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117226	2	0	0	2	2	4	4	0	0	0	0	0	0	8	0
ENSMUSG00000117195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117031	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117113	230	186	149	109	172	70	13	36	34	60	80	0	22	377	50
ENSMUSG00000058704	3748	3800	1865	4276	2268	1978	2019	1637	1142	870	1817	2584	692	11530	1318
ENSMUSG00000117262	32	39	32	14	22	24	16	12	8	0	35	1	0	146	8
ENSMUSG00000024067	4210	3450	850	4621	1351	1040	1525	625	430	352	1036	1179	414	4998	673
ENSMUSG00000117086	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117202	2	1	2	5	0	0	0	1	0	0	0	1	0	8	1
ENSMUSG00000117150	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ENSMUSG00000120922	2	6	1	0	0	0	0	0	0	0	0	0	0	15	0
ENSMUSG00000024068	2509	3042	1812	2964	2584	2329	1592	1395	1141	715	2077	2311	847	11401	1438
ENSMUSG00000024069	665	632	624	895	674	747	657	590	368	238	784	868	386	4014	469
ENSMUSG00000039193	6	19	17	22	0	13	6	0	2	0	14	0	0	80	0
ENSMUSG00000117187	81	70	38	109	22	12	44	16	6	0	22	53	4	106	34
ENSMUSG00000024072	1867	2076	1691	2837	1729	2221	2105	1630	1415	1159	1792	2853	1405	12568	1527
ENSMUSG00000117358	18	9	17	26	12	12	4	10	0	0	14	0	0	33	11
ENSMUSG00000024073	5904	7291	7705	5660	11246	9465	4799	3780	3450	2343	5595	5912	1257	31699	3706
ENSMUSG00000097546	19	13	18	19	27	6	2	0	0	1	0	0	0	35	4
ENSMUSG00000024078	1036	1253	1030	1393	1031	990	883	742	579	456	979	1650	278	6889	920
ENSMUSG00000117444	0	0	4	4	1	2	0	0	0	0	0	0	0	5	0
ENSMUSG00000117441	11	15	35	16	8	11	8	0	4	0	0	0	0	65	6
ENSMUSG00000117560	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	5649	8291	6141	6540	7988	7373	4085	2747	2007	1312	4415	3089	1476	24434	2568
ENSMUSG00000084025	2	6	2	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071042	21	44	50	249	213	142	53	22	0	0	0	83	0	99	26
ENSMUSG00000002017	2101	2445	2540	2503	2122	2699	2122	1377	904	589	1640	2020	655	9799	1020
ENSMUSG00000117540	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117587	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065293	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
