geneSymbol	CellType	Source
GJA4	Smooth muscle cells: Smooth muscle	PanglaoDB
KAT2B	Smooth muscle cells: Smooth muscle	PanglaoDB
LGR6	Smooth muscle cells: Smooth muscle	PanglaoDB
MSRB3	Smooth muscle cells: Smooth muscle	PanglaoDB
AKT2	Smooth muscle cells: Smooth muscle	PanglaoDB
RASL12	Smooth muscle cells: Smooth muscle	PanglaoDB
ZBTB44	Smooth muscle cells: Smooth muscle	PanglaoDB
WWP2	Smooth muscle cells: Smooth muscle	PanglaoDB
SSPN	Smooth muscle cells: Smooth muscle	PanglaoDB
OTUD1	Smooth muscle cells: Smooth muscle	PanglaoDB
FAS	Smooth muscle cells: Smooth muscle	PanglaoDB
VASN	Smooth muscle cells: Smooth muscle	PanglaoDB
PDGFD	Smooth muscle cells: Smooth muscle	PanglaoDB
SMOC1	Smooth muscle cells: Smooth muscle	PanglaoDB
AAED1	Smooth muscle cells: Smooth muscle	PanglaoDB
AOC3	Smooth muscle cells: Smooth muscle	PanglaoDB
SEC24D	Smooth muscle cells: Smooth muscle	PanglaoDB
KCNAB1	Smooth muscle cells: Smooth muscle	PanglaoDB
MYLK4	Smooth muscle cells: Smooth muscle	PanglaoDB
KIF1C	Smooth muscle cells: Smooth muscle	PanglaoDB
MRVI1	Smooth muscle cells: Smooth muscle	PanglaoDB
JPH2	Smooth muscle cells: Smooth muscle	PanglaoDB
ITGA9	Smooth muscle cells: Smooth muscle	PanglaoDB
KCNMB1	Smooth muscle cells: Smooth muscle	PanglaoDB
NOX4	Smooth muscle cells: Smooth muscle	PanglaoDB
NOV	Smooth muscle cells: Smooth muscle	PanglaoDB
DMPK	Smooth muscle cells: Smooth muscle	PanglaoDB
SH3BGR	Smooth muscle cells: Smooth muscle	PanglaoDB
ITGA8	Smooth muscle cells: Smooth muscle	PanglaoDB
TCF21	Smooth muscle cells: Smooth muscle	PanglaoDB
ADAMDEC1	Smooth muscle cells: Smooth muscle	PanglaoDB
HHIP	Smooth muscle cells: Smooth muscle	PanglaoDB
MFAP5	Smooth muscle cells: Smooth muscle	PanglaoDB
SPON2	Smooth muscle cells: Smooth muscle	PanglaoDB
LAMB2	Smooth muscle cells: Smooth muscle	PanglaoDB
GJC1	Smooth muscle cells: Smooth muscle	PanglaoDB
ACKR3	Smooth muscle cells: Smooth muscle	PanglaoDB
OGN	Smooth muscle cells: Smooth muscle	PanglaoDB
SMTN	Smooth muscle cells: Smooth muscle	PanglaoDB
BGN	Smooth muscle cells: Smooth muscle	PanglaoDB
MYL9	Smooth muscle cells: Smooth muscle	PanglaoDB
MYLK	Smooth muscle cells: Smooth muscle	PanglaoDB
PCP4L1	Smooth muscle cells: Smooth muscle	PanglaoDB
SNCG	Smooth muscle cells: Smooth muscle	PanglaoDB
PLN	Smooth muscle cells: Smooth muscle	PanglaoDB
NRP2	Smooth muscle cells: Smooth muscle	PanglaoDB
CAPN1	Spermatocytes: Reproductive	PanglaoDB
JAKMIP1	Spermatocytes: Reproductive	PanglaoDB
SMCP	Spermatocytes: Reproductive	PanglaoDB
GKAP1	Spermatocytes: Reproductive	PanglaoDB
SPATA33	Spermatocytes: Reproductive	PanglaoDB
NOTCH3	Spermatocytes: Reproductive	PanglaoDB
PGK2	Spermatocytes: Reproductive	PanglaoDB
ACR	Spermatocytes: Reproductive	PanglaoDB
SYCP1	Spermatocytes: Reproductive	PanglaoDB
SYCP2	Spermatocytes: Reproductive	PanglaoDB
SYCP3	Spermatocytes: Reproductive	PanglaoDB
TXNDC8	Spermatocytes: Reproductive	PanglaoDB
TEX101	Spermatocytes: Reproductive	PanglaoDB
CD46	Spermatocytes: Reproductive	PanglaoDB
INHBB	Spermatocytes: Reproductive	PanglaoDB
PRM1	Spermatocytes: Reproductive	PanglaoDB
PRM2	Spermatocytes: Reproductive	PanglaoDB
IGF2	Spermatocytes: Reproductive	PanglaoDB
TNP1	Spermatocytes: Reproductive	PanglaoDB
OSR2	Spermatocytes: Reproductive	PanglaoDB
ABHD2	Spermatozoa: Reproductive	PanglaoDB
HVCN1	Spermatozoa: Reproductive	PanglaoDB
GPR55	Spermatozoa: Reproductive	PanglaoDB
ABCA1	Spermatozoa: Reproductive	PanglaoDB
SLC31A1	Spermatozoa: Reproductive	PanglaoDB
LDHC	Spermatozoa: Reproductive	PanglaoDB
PRKAA2	Spermatozoa: Reproductive	PanglaoDB
HSPA2	Spermatozoa: Reproductive	PanglaoDB
ODF1	Spermatozoa: Reproductive	PanglaoDB
MMP2	Stromal cells: Connective tissue	PanglaoDB
MMP9	Stromal cells: Connective tissue	PanglaoDB
TLR3	Stromal cells: Connective tissue	PanglaoDB
MME	Stromal cells: Connective tissue	PanglaoDB
PECAM1	Stromal cells: Connective tissue	PanglaoDB
ITGA4	Stromal cells: Connective tissue	PanglaoDB
ITGAV	Stromal cells: Connective tissue	PanglaoDB
ICAM1	Stromal cells: Connective tissue	PanglaoDB
VCAM1	Stromal cells: Connective tissue	PanglaoDB
KIT	Stromal cells: Connective tissue	PanglaoDB
PDGFRA	Stromal cells: Connective tissue	PanglaoDB
PDGFRB	Stromal cells: Connective tissue	PanglaoDB
MADCAM1	Stromal cells: Connective tissue	PanglaoDB
B4GALNT1	Stromal cells: Connective tissue	PanglaoDB
TLR1	Stromal cells: Connective tissue	PanglaoDB
TLR2	Stromal cells: Connective tissue	PanglaoDB
TLR4	Stromal cells: Connective tissue	PanglaoDB
CDH11	Stromal cells: Connective tissue	PanglaoDB
CALB2	Stromal cells: Connective tissue	PanglaoDB
DES	Stromal cells: Connective tissue	PanglaoDB
MMRN2	Stromal cells: Connective tissue	PanglaoDB
CD248	Stromal cells: Connective tissue	PanglaoDB
FAP	Stromal cells: Connective tissue	PanglaoDB
LAMC2	Stromal cells: Connective tissue	PanglaoDB
SNED1	Stromal cells: Connective tissue	PanglaoDB
TNC	Stromal cells: Connective tissue	PanglaoDB
LUM	Stromal cells: Connective tissue	PanglaoDB
COL15A1	Stromal cells: Connective tissue	PanglaoDB
GDF10	Stromal cells: Connective tissue	PanglaoDB
COL4A1	Stromal cells: Connective tissue	PanglaoDB
BMP4	Stromal cells: Connective tissue	PanglaoDB
WNT2	Stromal cells: Connective tissue	PanglaoDB
BMP5	Stromal cells: Connective tissue	PanglaoDB
CD3D	T cells: Immune system	PanglaoDB
CD3G	T cells: Immune system	PanglaoDB
CD3E	T cells: Immune system	PanglaoDB
HOPX	T cells: Immune system	PanglaoDB
CCL3	T cells: Immune system	PanglaoDB
CCL4	T cells: Immune system	PanglaoDB
SYT3	T cells: Immune system	PanglaoDB
NOTCH3	T cells: Immune system	PanglaoDB
SEMA6D	T cells: Immune system	PanglaoDB
DKK3	T cells: Immune system	PanglaoDB
IFIT3	T cells: Immune system	PanglaoDB
CERK	T cells: Immune system	PanglaoDB
CCL6	T cells: Immune system	PanglaoDB
PMCH	T cells: Immune system	PanglaoDB
CD4	T cells: Immune system	PanglaoDB
LTB	T cells: Immune system	PanglaoDB
GIMAP3	T cells: Immune system	PanglaoDB
CXCR6	T cells: Immune system	PanglaoDB
IL7R	T cells: Immune system	PanglaoDB
SATB1	T cells: Immune system	PanglaoDB
LEF1	T cells: Immune system	PanglaoDB
ITK	T cells: Immune system	PanglaoDB
TRBC2	T cells: Immune system	PanglaoDB
PTPRCAP	T cells: Immune system	PanglaoDB
GEM	T cells: Immune system	PanglaoDB
CD7	T cells: Immune system	PanglaoDB
MAFF	T cells: Immune system	PanglaoDB
TGIF1	T cells: Immune system	PanglaoDB
RORA	T cells: Immune system	PanglaoDB
TNFAIP3	T cells: Immune system	PanglaoDB
CREM	T cells: Immune system	PanglaoDB
PXDC1	T cells: Immune system	PanglaoDB
NABP1	T cells: Immune system	PanglaoDB
FAM110A	T cells: Immune system	PanglaoDB
TRAC	T cells: Immune system	PanglaoDB
CD69	T cells: Immune system	PanglaoDB
CXCR4	T cells: Immune system	PanglaoDB
H2-Q7	T cells: Immune system	PanglaoDB
TRBC1	T cells: Immune system	PanglaoDB
SEPT1	T cells: Immune system	PanglaoDB
BCL2	T cells: Immune system	PanglaoDB
CYTL1	T cells: Immune system	PanglaoDB
CD2	T cells: Immune system	PanglaoDB
CTSW	T cells: Immune system	PanglaoDB
PTPN22	T cells: Immune system	PanglaoDB
TXK	T cells: Immune system	PanglaoDB
GDPD3	T cells: Immune system	PanglaoDB
TRAF1	T cells: Immune system	PanglaoDB
IL2RA	T cells: Immune system	PanglaoDB
BATF3	T cells: Immune system	PanglaoDB
LAG3	T cells: Immune system	PanglaoDB
CD8B1	T cells: Immune system	PanglaoDB
GZMK	T cells: Immune system	PanglaoDB
GZMB	T cells: Immune system	PanglaoDB
SH2D1A	T cells: Immune system	PanglaoDB
MYO1G	T cells: Immune system	PanglaoDB
FMNL1	T cells: Immune system	PanglaoDB
S1PR4	T cells: Immune system	PanglaoDB
CD247	T cells: Immune system	PanglaoDB
MS4A4C	T cells: Immune system	PanglaoDB
GIMAP5	T cells: Immune system	PanglaoDB
CD28	T cells: Immune system	PanglaoDB
CD160	T cells: Immune system	PanglaoDB
TCRG-C1	T cells: Immune system	PanglaoDB
TRDC	T cells: Immune system	PanglaoDB
H2-T3	T cells: Immune system	PanglaoDB
RHOH	T cells: Immune system	PanglaoDB
KLRB1	T cells: Immune system	PanglaoDB
CCR2	T cells: Immune system	PanglaoDB
IL2RB	T cells: Immune system	PanglaoDB
CD163L1	T cells: Immune system	PanglaoDB
TRDV4	T cells: Immune system	PanglaoDB
MBD2	T cells: Immune system	PanglaoDB
ICOS	T cells: Immune system	PanglaoDB
IL18R1	T cells: Immune system	PanglaoDB
TNFRSF4	T cells: Immune system	PanglaoDB
CCL20	T cells: Immune system	PanglaoDB
CLEC2D	T cells: Immune system	PanglaoDB
CD8A	T cells: Immune system	PanglaoDB
CD6	T cells: Immune system	PanglaoDB
S100A4	T cells: Immune system	PanglaoDB
CCL5	T cells: Immune system	PanglaoDB
LCK	T cells: Immune system	PanglaoDB
CD81	T cells: Immune system	PanglaoDB
THY1	T cells: Immune system	PanglaoDB
LAT	T cells: Immune system	PanglaoDB
SKAP1	T cells: Immune system	PanglaoDB
TCF7	T cells: Immune system	PanglaoDB
CCR7	T cells: Immune system	PanglaoDB
MYB	T cells: Immune system	PanglaoDB
GZMA	T cells: Immune system	PanglaoDB
JUNB	T cells: Immune system	PanglaoDB
DUSP2	T cells: Immune system	PanglaoDB
IFNG	T cells: Immune system	PanglaoDB
CD52	T cells: Immune system	PanglaoDB
BRAF	T cells: Immune system	PanglaoDB
CD3D	T cells naive: NA	PanglaoDB
CD4	T cells naive: NA	PanglaoDB
SELL	T cells naive: NA	PanglaoDB
CCR7	T cells naive: NA	PanglaoDB
CD2	T cytotoxic cells: Immune system	PanglaoDB
CD27	T cytotoxic cells: Immune system	PanglaoDB
CD28	T cytotoxic cells: Immune system	PanglaoDB
CD5	T cytotoxic cells: Immune system	PanglaoDB
CD69	T cytotoxic cells: Immune system	PanglaoDB
CD8A	T cytotoxic cells: Immune system	PanglaoDB
GZMB	T cytotoxic cells: Immune system	PanglaoDB
TRAC	T cytotoxic cells: Immune system	PanglaoDB
BCL6	T follicular helper cells: Immune system	PanglaoDB
CD3D	T follicular helper cells: Immune system	PanglaoDB
CD4	T follicular helper cells: Immune system	PanglaoDB
CD84	T follicular helper cells: Immune system	PanglaoDB
SLAMF1	T follicular helper cells: Immune system	PanglaoDB
CD40LG	T follicular helper cells: Immune system	PanglaoDB
CXCR5	T follicular helper cells: Immune system	PanglaoDB
TNFSF4	T follicular helper cells: Immune system	PanglaoDB
ICOS	T follicular helper cells: Immune system	PanglaoDB
PDCD1	T follicular helper cells: Immune system	PanglaoDB
CD200	T follicular helper cells: Immune system	PanglaoDB
P2RX7	T follicular helper cells: Immune system	PanglaoDB
IFNG	T helper cells: Immune system	PanglaoDB
IL2	T helper cells: Immune system	PanglaoDB
TBX21	T helper cells: Immune system	PanglaoDB
DPP4	T helper cells: Immune system	PanglaoDB
KLRD1	T helper cells: Immune system	PanglaoDB
CXCR3	T helper cells: Immune system	PanglaoDB
CCR1	T helper cells: Immune system	PanglaoDB
CCR5	T helper cells: Immune system	PanglaoDB
TNFSF11	T helper cells: Immune system	PanglaoDB
HAVCR2	T helper cells: Immune system	PanglaoDB
IL18R1	T helper cells: Immune system	PanglaoDB
LTBR	T helper cells: Immune system	PanglaoDB
TNF	T helper cells: Immune system	PanglaoDB
LTA	T helper cells: Immune system	PanglaoDB
GATA3	T helper cells: Immune system	PanglaoDB
CSF2	T helper cells: Immune system	PanglaoDB
IL4	T helper cells: Immune system	PanglaoDB
IL5	T helper cells: Immune system	PanglaoDB
IL6	T helper cells: Immune system	PanglaoDB
IL10	T helper cells: Immune system	PanglaoDB
IL13	T helper cells: Immune system	PanglaoDB
CCR8	T helper cells: Immune system	PanglaoDB
CXCR4	T helper cells: Immune system	PanglaoDB
CCR3	T helper cells: Immune system	PanglaoDB
CCR7	T helper cells: Immune system	PanglaoDB
ICOS	T helper cells: Immune system	PanglaoDB
PTGDR2	T helper cells: Immune system	PanglaoDB
HAVCR1	T helper cells: Immune system	PanglaoDB
IL1R2	T helper cells: Immune system	PanglaoDB
IRF4	T helper cells: Immune system	PanglaoDB
STAT6	T helper cells: Immune system	PanglaoDB
IL17A	T helper cells: Immune system	PanglaoDB
IL17F	T helper cells: Immune system	PanglaoDB
IL21	T helper cells: Immune system	PanglaoDB
IL22	T helper cells: Immune system	PanglaoDB
RORA	T helper cells: Immune system	PanglaoDB
RORC	T helper cells: Immune system	PanglaoDB
CD38	T helper cells: Immune system	PanglaoDB
KLRB1	T helper cells: Immune system	PanglaoDB
AHR	T helper cells: Immune system	PanglaoDB
CCR10	T helper cells: Immune system	PanglaoDB
CD3D	T helper cells: Immune system	PanglaoDB
CD4	T helper cells: Immune system	PanglaoDB
CCR4	T helper cells: Immune system	PanglaoDB
CCR6	T helper cells: Immune system	PanglaoDB
IL9	T helper cells: Immune system	PanglaoDB
CD2	T helper cells: Immune system	PanglaoDB
CD28	T helper cells: Immune system	PanglaoDB
CD5	T helper cells: Immune system	PanglaoDB
IL1RL1	T helper cells: Immune system	PanglaoDB
FOXP3	T helper cells: Immune system	PanglaoDB
CD3G	T helper cells: Immune system	PanglaoDB
TNFRSF4	T helper cells: Immune system	PanglaoDB
IL4RA	T helper cells: Immune system	PanglaoDB
CD40LG	T helper cells: Immune system	PanglaoDB
IL17RB	T helper cells: Immune system	PanglaoDB
HPGDS	T helper cells: Immune system	PanglaoDB
NFATC2	T helper cells: Immune system	PanglaoDB
NFKB1	T helper cells: Immune system	PanglaoDB
NR3C1	T helper cells: Immune system	PanglaoDB
PPARG	T helper cells: Immune system	PanglaoDB
SELL	T memory cells: Immune system	PanglaoDB
CCR7	T memory cells: Immune system	PanglaoDB
CD4	T memory cells: Immune system	PanglaoDB
CCR5	T memory cells: Immune system	PanglaoDB
CD69	T memory cells: Immune system	PanglaoDB
ITGB5	T memory cells: Immune system	PanglaoDB
BCL2	T memory cells: Immune system	PanglaoDB
GRAP2	T memory cells: Immune system	PanglaoDB
TBC1D10C	T memory cells: Immune system	PanglaoDB
CYTIP	T memory cells: Immune system	PanglaoDB
KPNA4	T memory cells: Immune system	PanglaoDB
CD247	T memory cells: Immune system	PanglaoDB
EPSTI1	T memory cells: Immune system	PanglaoDB
APBB1IP	T memory cells: Immune system	PanglaoDB
CD27	T memory cells: Immune system	PanglaoDB
RHOH	T memory cells: Immune system	PanglaoDB
GIMAP1	T memory cells: Immune system	PanglaoDB
ACP5	T memory cells: Immune system	PanglaoDB
IKZF1	T memory cells: Immune system	PanglaoDB
SP100	T memory cells: Immune system	PanglaoDB
DGKA	T memory cells: Immune system	PanglaoDB
IL7R	T memory cells: Immune system	PanglaoDB
ITGB7	T memory cells: Immune system	PanglaoDB
NKG7	T memory cells: Immune system	PanglaoDB
CD28	T memory cells: Immune system	PanglaoDB
H2-T23	T memory cells: Immune system	PanglaoDB
GIMAP3	T memory cells: Immune system	PanglaoDB
H2-Q7	T memory cells: Immune system	PanglaoDB
BIN2	T memory cells: Immune system	PanglaoDB
RAPGEF6	T memory cells: Immune system	PanglaoDB
ARHGEF1	T memory cells: Immune system	PanglaoDB
MIR142HG	T memory cells: Immune system	PanglaoDB
S100A9	T memory cells: Immune system	PanglaoDB
SLFN2	T memory cells: Immune system	PanglaoDB
ARHGAP15	T memory cells: Immune system	PanglaoDB
CD3E	T memory cells: Immune system	PanglaoDB
SKAP1	T memory cells: Immune system	PanglaoDB
GIMAP4	T memory cells: Immune system	PanglaoDB
CD2	T memory cells: Immune system	PanglaoDB
PTPRC	T memory cells: Immune system	PanglaoDB
LAT	T memory cells: Immune system	PanglaoDB
MS4A6B	T memory cells: Immune system	PanglaoDB
TCF7	T memory cells: Immune system	PanglaoDB
LEF1	T memory cells: Immune system	PanglaoDB
SEPT1	T memory cells: Immune system	PanglaoDB
ARHGAP45	T memory cells: Immune system	PanglaoDB
SATB1	T memory cells: Immune system	PanglaoDB
PTPRCAP	T memory cells: Immune system	PanglaoDB
S100A8	T memory cells: Immune system	PanglaoDB
LTB	T memory cells: Immune system	PanglaoDB
LCK	T memory cells: Immune system	PanglaoDB
TRBC1	T memory cells: Immune system	PanglaoDB
TRAC	T memory cells: Immune system	PanglaoDB
CD3G	T memory cells: Immune system	PanglaoDB
CD3D	T memory cells: Immune system	PanglaoDB
MS4A4B	T memory cells: Immune system	PanglaoDB
TRBC2	T memory cells: Immune system	PanglaoDB
CD7	T memory cells: Immune system	PanglaoDB
CXCR6	T memory cells: Immune system	PanglaoDB
ICOS	T memory cells: Immune system	PanglaoDB
CCR6	T memory cells: Immune system	PanglaoDB
ITGAE	T memory cells: Immune system	PanglaoDB
ENPP1	T memory cells: Immune system	PanglaoDB
FOXP3	T regulatory cells: Immune system	PanglaoDB
IKZF2	T regulatory cells: Immune system	PanglaoDB
CD4	T regulatory cells: Immune system	PanglaoDB
IL2RA	T regulatory cells: Immune system	PanglaoDB
ENTPD1	T regulatory cells: Immune system	PanglaoDB
SELL	T regulatory cells: Immune system	PanglaoDB
NT5E	T regulatory cells: Immune system	PanglaoDB
ITGAE	T regulatory cells: Immune system	PanglaoDB
TNFRSF4	T regulatory cells: Immune system	PanglaoDB
CTLA4	T regulatory cells: Immune system	PanglaoDB
CCR4	T regulatory cells: Immune system	PanglaoDB
LAG3	T regulatory cells: Immune system	PanglaoDB
IZUMO1R	T regulatory cells: Immune system	PanglaoDB
CNGB1	T regulatory cells: Immune system	PanglaoDB
TNFRSF18	T regulatory cells: Immune system	PanglaoDB
MAF	T regulatory cells: Immune system	PanglaoDB
IL10	T regulatory cells: Immune system	PanglaoDB
IL1R1	T regulatory cells: Immune system	PanglaoDB
ITGB8	T regulatory cells: Immune system	PanglaoDB
LRRC32	T regulatory cells: Immune system	PanglaoDB
FOLR1	T regulatory cells: Immune system	PanglaoDB
GPR50	Tanycytes: Brain	PanglaoDB
DRD2	Tanycytes: Brain	PanglaoDB
DIO2	Tanycytes: Brain	PanglaoDB
COL23A1	Tanycytes: Brain	PanglaoDB
SLC16A2	Tanycytes: Brain	PanglaoDB
LHX2	Tanycytes: Brain	PanglaoDB
PTN	Tanycytes: Brain	PanglaoDB
SLC17A8	Tanycytes: Brain	PanglaoDB
COL25A1	Tanycytes: Brain	PanglaoDB
RAX	Tanycytes: Brain	PanglaoDB
PRDX6	Tanycytes: Brain	PanglaoDB
CD59A	Tanycytes: Brain	PanglaoDB
CRYM	Tanycytes: Brain	PanglaoDB
VCAN	Tanycytes: Brain	PanglaoDB
FRZB	Tanycytes: Brain	PanglaoDB
PENK	Tanycytes: Brain	PanglaoDB
CACNA2D2	Tanycytes: Brain	PanglaoDB
ADM	Tanycytes: Brain	PanglaoDB
SPRR1A	Tanycytes: Brain	PanglaoDB
SCN7A	Tanycytes: Brain	PanglaoDB
FNDC3C1	Tanycytes: Brain	PanglaoDB
MEST	Tanycytes: Brain	PanglaoDB
IGFBP5	Tanycytes: Brain	PanglaoDB
RGCC	Tanycytes: Brain	PanglaoDB
RGS7BP	Tanycytes: Brain	PanglaoDB
CTGF	Tanycytes: Brain	PanglaoDB
TGFB2	Tanycytes: Brain	PanglaoDB
TAS1R1	Taste receptor cells: NA	PanglaoDB
TAS1R2	Taste receptor cells: NA	PanglaoDB
TAS1R3	Taste receptor cells: NA	PanglaoDB
P2RX7	Taste receptor cells: NA	PanglaoDB
CCK	Taste receptor cells: NA	PanglaoDB
KCNQ1	Taste receptor cells: NA	PanglaoDB
KCNH2	Taste receptor cells: NA	PanglaoDB
GNAT3	Taste receptor cells: NA	PanglaoDB
TRPM5	Taste receptor cells: NA	PanglaoDB
NR3C1	Taste receptor cells: NA	PanglaoDB
SYP	Taste receptor cells: NA	PanglaoDB
SV2B	Taste receptor cells: NA	PanglaoDB
PKD2L1	Taste receptor cells: NA	PanglaoDB
MCOLN3	Taste receptor cells: NA	PanglaoDB
TRPM8	Taste receptor cells: NA	PanglaoDB
PROX1	Taste receptor cells: NA	PanglaoDB
GRM4	Taste receptor cells: NA	PanglaoDB
NOTCH1	Thymocytes: Thymus	PanglaoDB
CD38	Thymocytes: Thymus	PanglaoDB
CXCR4	Thymocytes: Thymus	PanglaoDB
TNF	Thymocytes: Thymus	PanglaoDB
CD2	Thymocytes: Thymus	PanglaoDB
CD4	Thymocytes: Thymus	PanglaoDB
CD5	Thymocytes: Thymus	PanglaoDB
CD8A	Thymocytes: Thymus	PanglaoDB
IL2RA	Thymocytes: Thymus	PanglaoDB
CD69	Thymocytes: Thymus	PanglaoDB
SLAMF1	Thymocytes: Thymus	PanglaoDB
TAGAP	Thymocytes: Thymus	PanglaoDB
MS4A4B	Thymocytes: Thymus	PanglaoDB
UCP2	Thymocytes: Thymus	PanglaoDB
TSHR	Thymocytes: Thymus	PanglaoDB
CD27	Thymocytes: Thymus	PanglaoDB
CD28	Thymocytes: Thymus	PanglaoDB
BCL6	Thymocytes: Thymus	PanglaoDB
CIDEA	Thymocytes: Thymus	PanglaoDB
EZR	Thymocytes: Thymus	PanglaoDB
SLC26A4	Transient cells: Kidney	PanglaoDB
CAR12	Transient cells: Kidney	PanglaoDB
RHBG	Transient cells: Kidney	PanglaoDB
HEPACAM2	Transient cells: Kidney	PanglaoDB
INSRR	Transient cells: Kidney	PanglaoDB
CLCNKB	Transient cells: Kidney	PanglaoDB
COL18A1	Transient cells: Kidney	PanglaoDB
SLC43A2	Transient cells: Kidney	PanglaoDB
TMEM117	Transient cells: Kidney	PanglaoDB
PARM1	Transient cells: Kidney	PanglaoDB
ST14	Transient cells: Kidney	PanglaoDB
ENPP5	Transient cells: Kidney	PanglaoDB
GCLC	Transient cells: Kidney	PanglaoDB
SYT7	Transient cells: Kidney	PanglaoDB
ITGAV	Transient cells: Kidney	PanglaoDB
TMEM50B	Transient cells: Kidney	PanglaoDB
CTNNB1	Transient cells: Kidney	PanglaoDB
ACO2	Transient cells: Kidney	PanglaoDB
SMPD1	Transient cells: Kidney	PanglaoDB
OGDH	Transient cells: Kidney	PanglaoDB
SEC23B	Transient cells: Kidney	PanglaoDB
CDC42BPB	Transient cells: Kidney	PanglaoDB
PIP4K2C	Transient cells: Kidney	PanglaoDB
KRT86	Trichocytes: Skin	PanglaoDB
DSG2	Trichocytes: Skin	PanglaoDB
KRT81	Trichocytes: Skin	PanglaoDB
DSG4	Trichocytes: Skin	PanglaoDB
HOXC13	Trichocytes: Skin	PanglaoDB
CREBRF	Trigeminal neurons: Brain	PanglaoDB
PRKX	Trigeminal neurons: Brain	PanglaoDB
PRDM12	Trigeminal neurons: Brain	PanglaoDB
DHCR24	Trigeminal neurons: Brain	PanglaoDB
CALCA	Trigeminal neurons: Brain	PanglaoDB
CALCB	Trigeminal neurons: Brain	PanglaoDB
VWA5A	Trigeminal neurons: Brain	PanglaoDB
PRRXL1	Trigeminal neurons: Brain	PanglaoDB
PPP1R1C	Trigeminal neurons: Brain	PanglaoDB
AVIL	Trigeminal neurons: Brain	PanglaoDB
PIRT	Trigeminal neurons: Brain	PanglaoDB
TAC1	Trigeminal neurons: Brain	PanglaoDB
PRPH	Trigeminal neurons: Brain	PanglaoDB
SCN9A	Trigeminal neurons: Brain	PanglaoDB
RUFY2	Trigeminal neurons: Brain	PanglaoDB
FAM189B	Trigeminal neurons: Brain	PanglaoDB
CLGN	Trigeminal neurons: Brain	PanglaoDB
SCN7A	Trigeminal neurons: Brain	PanglaoDB
NEFH	Trigeminal neurons: Brain	PanglaoDB
GCNT2	Trigeminal neurons: Brain	PanglaoDB
ZDHHC2	Trigeminal neurons: Brain	PanglaoDB
PARM1	Trigeminal neurons: Brain	PanglaoDB
AHNAK2	Trigeminal neurons: Brain	PanglaoDB
PHF24	Trigeminal neurons: Brain	PanglaoDB
KCNAB2	Trigeminal neurons: Brain	PanglaoDB
ATL1	Trigeminal neurons: Brain	PanglaoDB
HSPB8	Trigeminal neurons: Brain	PanglaoDB
FKBP1B	Trigeminal neurons: Brain	PanglaoDB
TLN2	Trigeminal neurons: Brain	PanglaoDB
SYNM	Trigeminal neurons: Brain	PanglaoDB
GDAP1	Trigeminal neurons: Brain	PanglaoDB
DGKZ	Trigeminal neurons: Brain	PanglaoDB
PRUNE2	Trigeminal neurons: Brain	PanglaoDB
SLC17A6	Trigeminal neurons: Brain	PanglaoDB
FGF13	Trigeminal neurons: Brain	PanglaoDB
DGKH	Trigeminal neurons: Brain	PanglaoDB
CPNE3	Trigeminal neurons: Brain	PanglaoDB
CCDC92	Trigeminal neurons: Brain	PanglaoDB
SNCG	Trigeminal neurons: Brain	PanglaoDB
NICN1	Trigeminal neurons: Brain	PanglaoDB
NEFM	Trigeminal neurons: Brain	PanglaoDB
RGS7BP	Trigeminal neurons: Brain	PanglaoDB
ADD2	Trigeminal neurons: Brain	PanglaoDB
PIEZO2	Trigeminal neurons: Brain	PanglaoDB
VAMP1	Trigeminal neurons: Brain	PanglaoDB
SCN10A	Trigeminal neurons: Brain	PanglaoDB
CD4	Trophoblast cells: Embryo	PanglaoDB
TTPA	Trophoblast cells: Embryo	PanglaoDB
TNFRSF9	Trophoblast cells: Embryo	PanglaoDB
STAR	Trophoblast cells: Embryo	PanglaoDB
HOPX	Trophoblast cells: Embryo	PanglaoDB
ADAM19	Trophoblast cells: Embryo	PanglaoDB
CYP24A1	Trophoblast cells: Embryo	PanglaoDB
LIF	Trophoblast cells: Embryo	PanglaoDB
HAND1	Trophoblast cells: Embryo	PanglaoDB
ELF5	Trophoblast cells: Embryo	PanglaoDB
SIRT1	Trophoblast cells: Embryo	PanglaoDB
PTHLH	Trophoblast cells: Embryo	PanglaoDB
ACKR2	Trophoblast cells: Embryo	PanglaoDB
IGF2	Trophoblast cells: Embryo	PanglaoDB
CDX2	Trophoblast cells: Embryo	PanglaoDB
KRT7	Trophoblast cells: Embryo	PanglaoDB
DLX3	Trophoblast cells: Embryo	PanglaoDB
GCM1	Trophoblast cells: Embryo	PanglaoDB
ASCL2	Trophoblast cells: Embryo	PanglaoDB
INHBA	Trophoblast cells: Embryo	PanglaoDB
MLANA	Trophoblast cells: Embryo	PanglaoDB
SERPINE1	Trophoblast cells: Embryo	PanglaoDB
