geneSymbol	CellType	Source
OGT	Alpha cell: Pancreatic islet	CellMarker
PALLD	Alpha cell: Pancreatic islet	CellMarker
PDE4DIP	Alpha cell: Pancreatic islet	CellMarker
PDZK1	Alpha cell: Pancreatic islet	CellMarker
PLA2G16	Alpha cell: Pancreatic islet	CellMarker
PLCE1	Alpha cell: Pancreatic islet	CellMarker
PLOD2	Alpha cell: Pancreatic islet	CellMarker
PMM1	Alpha cell: Pancreatic islet	CellMarker
PNISR	Alpha cell: Pancreatic islet	CellMarker
POPDC3	Alpha cell: Pancreatic islet	CellMarker
PRKCE	Alpha cell: Pancreatic islet	CellMarker
PTPN2	Alpha cell: Pancreatic islet	CellMarker
RAB3C	Alpha cell: Pancreatic islet	CellMarker
RSAD2	Alpha cell: Pancreatic islet	CellMarker
SETD2	Alpha cell: Pancreatic islet	CellMarker
SGCZ	Alpha cell: Pancreatic islet	CellMarker
SLC38A4	Alpha cell: Pancreatic islet	CellMarker
SORT1	Alpha cell: Pancreatic islet	CellMarker
SPATC1L	Alpha cell: Pancreatic islet	CellMarker
SPOCK3	Alpha cell: Pancreatic islet	CellMarker
SRBD1	Alpha cell: Pancreatic islet	CellMarker
SREK1	Alpha cell: Pancreatic islet	CellMarker
STARD3	Alpha cell: Pancreatic islet	CellMarker
TBC1D30	Alpha cell: Pancreatic islet	CellMarker
TMCO3	Alpha cell: Pancreatic islet	CellMarker
TMEM236	Alpha cell: Pancreatic islet	CellMarker
TTC39A	Alpha cell: Pancreatic islet	CellMarker
TTR	Alpha cell: Pancreatic islet	CellMarker
UBQLN1	Alpha cell: Pancreatic islet	CellMarker
UQCC1	Alpha cell: Pancreatic islet	CellMarker
VGF	Alpha cell: Pancreatic islet	CellMarker
WDR37	Alpha cell: Pancreatic islet	CellMarker
YIPF2	Alpha cell: Pancreatic islet	CellMarker
CPM	Alveolar epithelial progenitor cell: Embryonic stem cell	CellMarker
TM4SF1	Alveolar epithelial progenitor cell: Lung	CellMarker
CRABP1	Amacrine cell: Eye	CellMarker
NANOG	Amnion epithelial cell: Amniotic membrane	CellMarker
POU5F1	Amnion epithelial cell: Amniotic membrane	CellMarker
CD44	Amniotic fluid stem cell: Amniotic fluid	CellMarker
ENG	Amniotic fluid stem cell: Amniotic fluid	CellMarker
NT5E	Amniotic fluid stem cell: Amniotic fluid	CellMarker
THY1	Amniotic fluid stem cell: Amniotic fluid	CellMarker
CD3D	Angiogenic T cell: Blood	CellMarker
CD3E	Angiogenic T cell: Blood	CellMarker
CD3G	Angiogenic T cell: Blood	CellMarker
PECAM1	Angiogenic T cell: Blood	CellMarker
CXCR4	Angiogenic T cell: Blood	CellMarker
CPM	Anterior foregut endoderm cell: Lung	CellMarker
GFAP	Astrocyte: Brain	CellMarker
SOX9	Astrocyte: Brain	CellMarker
ALDH1L1	Astrocyte: Brain	CellMarker
GFAP	Astrocyte: Brain	CellMarker
NFIA	Astrocyte: Brain	CellMarker
S100B	Astrocyte: Brain	CellMarker
GFAP	Astrocyte: Brain	CellMarker
CD40	Astrocyte: Brain	CellMarker
CD80	Astrocyte: Brain	CellMarker
CD86	Astrocyte: Brain	CellMarker
C5AR1	Astrocyte: Brain	CellMarker
GFAP	Astrocyte: Brain	CellMarker
GFAP	Astrocyte: Brain	CellMarker
ABCA1	Astrocyte: Brain	CellMarker
ACSL6	Astrocyte: Brain	CellMarker
ADCYAP1R1	Astrocyte: Brain	CellMarker
AGT	Astrocyte: Brain	CellMarker
ALDOC	Astrocyte: Brain	CellMarker
ANLN	Astrocyte: Brain	CellMarker
APOE	Astrocyte: Brain	CellMarker
ARHGEF26	Astrocyte: Brain	CellMarker
ATF3	Astrocyte: Brain	CellMarker
ATP13A4	Astrocyte: Brain	CellMarker
ATP1B2	Astrocyte: Brain	CellMarker
BBOX1	Astrocyte: Brain	CellMarker
BTG2	Astrocyte: Brain	CellMarker
C1orf61	Astrocyte: Brain	CellMarker
CA12	Astrocyte: Brain	CellMarker
CASQ1	Astrocyte: Brain	CellMarker
CBS	Astrocyte: Brain	CellMarker
CDC42EP4	Astrocyte: Brain	CellMarker
CHST9	Astrocyte: Brain	CellMarker
CLU	Astrocyte: Brain	CellMarker
CPE	Astrocyte: Brain	CellMarker
CPNE5	Astrocyte: Brain	CellMarker
CPVL	Astrocyte: Brain	CellMarker
CRYAB	Astrocyte: Brain	CellMarker
CST3	Astrocyte: Brain	CellMarker
DAND5	Astrocyte: Brain	CellMarker
DGKG	Astrocyte: Brain	CellMarker
DKK3	Astrocyte: Brain	CellMarker
DNJB1	Astrocyte: Brain	CellMarker
DNASE2	Astrocyte: Brain	CellMarker
DOK5	Astrocyte: Brain	CellMarker
DTNA	Astrocyte: Brain	CellMarker
EDNRB	Astrocyte: Brain	CellMarker
EEPD1	Astrocyte: Brain	CellMarker
EFEMP1	Astrocyte: Brain	CellMarker
EGLN3	Astrocyte: Brain	CellMarker
EPAS1	Astrocyte: Brain	CellMarker
EZR	Astrocyte: Brain	CellMarker
F3	Astrocyte: Brain	CellMarker
FOS	Astrocyte: Brain	CellMarker
FOSB	Astrocyte: Brain	CellMarker
FTH1	Astrocyte: Brain	CellMarker
FXYD7	Astrocyte: Brain	CellMarker
GABRB1	Astrocyte: Brain	CellMarker
GADD45B	Astrocyte: Brain	CellMarker
CASTOR1	Astrocyte: Brain	CellMarker
GLUL	Astrocyte: Brain	CellMarker
GPR75	Astrocyte: Brain	CellMarker
GRAMD2B	Astrocyte: Brain	CellMarker
GRIA1	Astrocyte: Brain	CellMarker
HEPACAM	Astrocyte: Brain	CellMarker
HEPN1	Astrocyte: Brain	CellMarker
HEY1	Astrocyte: Brain	CellMarker
HIF1A	Astrocyte: Brain	CellMarker
HIF3A	Astrocyte: Brain	CellMarker
HLA-E	Astrocyte: Brain	CellMarker
HNMT	Astrocyte: Brain	CellMarker
HSPB8	Astrocyte: Brain	CellMarker
ID1	Astrocyte: Brain	CellMarker
ID4	Astrocyte: Brain	CellMarker
IER2	Astrocyte: Brain	CellMarker
IGFBP7	Astrocyte: Brain	CellMarker
IL11RA	Astrocyte: Brain	CellMarker
IL33	Astrocyte: Brain	CellMarker
JUN	Astrocyte: Brain	CellMarker
JUNB	Astrocyte: Brain	CellMarker
JUND	Astrocyte: Brain	CellMarker
KCNH7	Astrocyte: Brain	CellMarker
KCNIP2	Astrocyte: Brain	CellMarker
KIF21A	Astrocyte: Brain	CellMarker
L1CAM	Astrocyte: Brain	CellMarker
LCAT	Astrocyte: Brain	CellMarker
LHFPL6	Astrocyte: Brain	CellMarker
LIX1	Astrocyte: Brain	CellMarker
LPL	Astrocyte: Brain	CellMarker
LRIG1	Astrocyte: Brain	CellMarker
LRRC8A	Astrocyte: Brain	CellMarker
LYPD1	Astrocyte: Brain	CellMarker
MAFB	Astrocyte: Brain	CellMarker
METTL7A	Astrocyte: Brain	CellMarker
MLC1	Astrocyte: Brain	CellMarker
MMD2	Astrocyte: Brain	CellMarker
MT1X	Astrocyte: Brain	CellMarker
MT2A	Astrocyte: Brain	CellMarker
MTHFD2	Astrocyte: Brain	CellMarker
NDRG2	Astrocyte: Brain	CellMarker
NFKBIA	Astrocyte: Brain	CellMarker
NHSL1	Astrocyte: Brain	CellMarker
NANOG	Astrocyte: Brain	CellMarker
NRP1	Astrocyte: Brain	CellMarker
NTRK2	Astrocyte: Brain	CellMarker
P2RY1	Astrocyte: Brain	CellMarker
PAPLN	Astrocyte: Brain	CellMarker
PEA15	Astrocyte: Brain	CellMarker
PER1	Astrocyte: Brain	CellMarker
PFKFB3	Astrocyte: Brain	CellMarker
PLTP	Astrocyte: Brain	CellMarker
PON2	Astrocyte: Brain	CellMarker
PRLHR	Astrocyte: Brain	CellMarker
PRRT2	Astrocyte: Brain	CellMarker
PSAP	Astrocyte: Brain	CellMarker
RASL10A	Astrocyte: Brain	CellMarker
RASSF4	Astrocyte: Brain	CellMarker
RFX4	Astrocyte: Brain	CellMarker
RGMA	Astrocyte: Brain	CellMarker
RHOB	Astrocyte: Brain	CellMarker
RND3	Astrocyte: Brain	CellMarker
SCG2	Astrocyte: Brain	CellMarker
SCG3	Astrocyte: Brain	CellMarker
SEMA6A	Astrocyte: Brain	CellMarker
SERPINA3	Astrocyte: Brain	CellMarker
SF3A1	Astrocyte: Brain	CellMarker
SLC1A2	Astrocyte: Brain	CellMarker
SLC1A3	Astrocyte: Brain	CellMarker
SLC39A11	Astrocyte: Brain	CellMarker
SORL1	Astrocyte: Brain	CellMarker
SOX9	Astrocyte: Brain	CellMarker
SPARCL1	Astrocyte: Brain	CellMarker
SPOCK1	Astrocyte: Brain	CellMarker
SPON1	Astrocyte: Brain	CellMarker
SRPX	Astrocyte: Brain	CellMarker
SSTR2	Astrocyte: Brain	CellMarker
ST6GAL2	Astrocyte: Brain	CellMarker
TACR1	Astrocyte: Brain	CellMarker
TBC1D10A	Astrocyte: Brain	CellMarker
TIMP3	Astrocyte: Brain	CellMarker
TMEM151B	Astrocyte: Brain	CellMarker
TNS1	Astrocyte: Brain	CellMarker
TOB2	Astrocyte: Brain	CellMarker
TPCN1	Astrocyte: Brain	CellMarker
TRIL	Astrocyte: Brain	CellMarker
TSC22D4	Astrocyte: Brain	CellMarker
TSPAN12	Astrocyte: Brain	CellMarker
ZFAND5	Astrocyte: Brain	CellMarker
ZFP36	Astrocyte: Brain	CellMarker
ZFP36L1	Astrocyte: Brain	CellMarker
ZFP36L2	Astrocyte: Brain	CellMarker
ALDH1L1	Astrocyte: Brain	CellMarker
AQP4	Astrocyte: Brain	CellMarker
ATP13A4	Astrocyte: Brain	CellMarker
BMPR1B	Astrocyte: Brain	CellMarker
C16orf89	Astrocyte: Brain	CellMarker
CBS	Astrocyte: Brain	CellMarker
CHRDL1	Astrocyte: Brain	CellMarker
CTH	Astrocyte: Brain	CellMarker
CYBRD1	Astrocyte: Brain	CellMarker
FGFR3	Astrocyte: Brain	CellMarker
GLI3	Astrocyte: Brain	CellMarker
GLIS3	Astrocyte: Brain	CellMarker
HGF	Astrocyte: Brain	CellMarker
ITGA7	Astrocyte: Brain	CellMarker
ITGB4	Astrocyte: Brain	CellMarker
NWD1	Astrocyte: Brain	CellMarker
PAQR6	Astrocyte: Brain	CellMarker
PPP1R3C	Astrocyte: Brain	CellMarker
RNF43	Astrocyte: Brain	CellMarker
SLC14A1	Astrocyte: Brain	CellMarker
SLC30A10	Astrocyte: Brain	CellMarker
SLC4A4	Astrocyte: Brain	CellMarker
SORCS2	Astrocyte: Brain	CellMarker
TRIM66	Astrocyte: Brain	CellMarker
AASS	Astrocyte: Embryonic prefrontal cortex	CellMarker
ABAT	Astrocyte: Embryonic prefrontal cortex	CellMarker
ABCD3	Astrocyte: Embryonic prefrontal cortex	CellMarker
ABHD3	Astrocyte: Embryonic prefrontal cortex	CellMarker
ACSBG1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ACSL6	Astrocyte: Embryonic prefrontal cortex	CellMarker
ADCYAP1R1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ADD3	Astrocyte: Embryonic prefrontal cortex	CellMarker
ADGRB1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ADGRG1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ADORA2B	Astrocyte: Embryonic prefrontal cortex	CellMarker
AGT	Astrocyte: Embryonic prefrontal cortex	CellMarker
AIF1L	Astrocyte: Embryonic prefrontal cortex	CellMarker
AK4	Astrocyte: Embryonic prefrontal cortex	CellMarker
ALCAM	Astrocyte: Embryonic prefrontal cortex	CellMarker
ALDH6A1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ALDOC	Astrocyte: Embryonic prefrontal cortex	CellMarker
ALPL	Astrocyte: Embryonic prefrontal cortex	CellMarker
ANOS1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ANXA5	Astrocyte: Embryonic prefrontal cortex	CellMarker
APBB2	Astrocyte: Embryonic prefrontal cortex	CellMarker
APOE	Astrocyte: Embryonic prefrontal cortex	CellMarker
AQP4	Astrocyte: Embryonic prefrontal cortex	CellMarker
ARHGEF26	Astrocyte: Embryonic prefrontal cortex	CellMarker
ARNTL	Astrocyte: Embryonic prefrontal cortex	CellMarker
ATP13A4	Astrocyte: Embryonic prefrontal cortex	CellMarker
ATP1A2	Astrocyte: Embryonic prefrontal cortex	CellMarker
ATP1B2	Astrocyte: Embryonic prefrontal cortex	CellMarker
B2M	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
BBS2	Astrocyte: Embryonic prefrontal cortex	CellMarker
BCAN	Astrocyte: Embryonic prefrontal cortex	CellMarker
BCAP29	Astrocyte: Embryonic prefrontal cortex	CellMarker
BCHE	Astrocyte: Embryonic prefrontal cortex	CellMarker
BCL11A	Astrocyte: Embryonic prefrontal cortex	CellMarker
BDH2	Astrocyte: Embryonic prefrontal cortex	CellMarker
BEX1	Astrocyte: Embryonic prefrontal cortex	CellMarker
BMP7	Astrocyte: Embryonic prefrontal cortex	CellMarker
BMPR1B	Astrocyte: Embryonic prefrontal cortex	CellMarker
BRINP3	Astrocyte: Embryonic prefrontal cortex	CellMarker
BTBD17	Astrocyte: Embryonic prefrontal cortex	CellMarker
C1orf122	Astrocyte: Embryonic prefrontal cortex	CellMarker
C1orf61	Astrocyte: Embryonic prefrontal cortex	CellMarker
C2orf72	Astrocyte: Embryonic prefrontal cortex	CellMarker
C3orf70	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
CA12	Astrocyte: Embryonic prefrontal cortex	CellMarker
CAMK2G	Astrocyte: Embryonic prefrontal cortex	CellMarker
CBR1	Astrocyte: Embryonic prefrontal cortex	CellMarker
CBS	Astrocyte: Embryonic prefrontal cortex	CellMarker
CCDC80	Astrocyte: Embryonic prefrontal cortex	CellMarker
CD24	Astrocyte: Embryonic prefrontal cortex	CellMarker
CD63	Astrocyte: Embryonic prefrontal cortex	CellMarker
CD82	Astrocyte: Embryonic prefrontal cortex	CellMarker
CD9	Astrocyte: Embryonic prefrontal cortex	CellMarker
CDC42EP1	Astrocyte: Embryonic prefrontal cortex	CellMarker
CDC42EP4	Astrocyte: Embryonic prefrontal cortex	CellMarker
CLDN10	Astrocyte: Embryonic prefrontal cortex	CellMarker
CLU	Astrocyte: Embryonic prefrontal cortex	CellMarker
CNN3	Astrocyte: Embryonic prefrontal cortex	CellMarker
COMT	Astrocyte: Embryonic prefrontal cortex	CellMarker
CPNE5	Astrocyte: Embryonic prefrontal cortex	CellMarker
CRYL1	Astrocyte: Embryonic prefrontal cortex	CellMarker
CSPG5	Astrocyte: Embryonic prefrontal cortex	CellMarker
CSRP2	Astrocyte: Embryonic prefrontal cortex	CellMarker
CST3	Astrocyte: Embryonic prefrontal cortex	CellMarker
CTSL	Astrocyte: Embryonic prefrontal cortex	CellMarker
CXCL14	Astrocyte: Embryonic prefrontal cortex	CellMarker
CYP51A1	Astrocyte: Embryonic prefrontal cortex	CellMarker
DAG1	Astrocyte: Embryonic prefrontal cortex	CellMarker
DARS	Astrocyte: Embryonic prefrontal cortex	CellMarker
DBI	Astrocyte: Embryonic prefrontal cortex	CellMarker
DBX2	Astrocyte: Embryonic prefrontal cortex	CellMarker
DCN	Astrocyte: Embryonic prefrontal cortex	CellMarker
DCXR	Astrocyte: Embryonic prefrontal cortex	CellMarker
DDAH1	Astrocyte: Embryonic prefrontal cortex	CellMarker
DDR1	Astrocyte: Embryonic prefrontal cortex	CellMarker
DHCR7	Astrocyte: Embryonic prefrontal cortex	CellMarker
DIO2	Astrocyte: Embryonic prefrontal cortex	CellMarker
DKK3	Astrocyte: Embryonic prefrontal cortex	CellMarker
DNER	Astrocyte: Embryonic prefrontal cortex	CellMarker
DOK5	Astrocyte: Embryonic prefrontal cortex	CellMarker
DTNA	Astrocyte: Embryonic prefrontal cortex	CellMarker
EDNRB	Astrocyte: Embryonic prefrontal cortex	CellMarker
EEPD1	Astrocyte: Embryonic prefrontal cortex	CellMarker
EFEMP2	Astrocyte: Embryonic prefrontal cortex	CellMarker
EFHD2	Astrocyte: Embryonic prefrontal cortex	CellMarker
EFNA1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ELAVL4	Astrocyte: Embryonic prefrontal cortex	CellMarker
ELN	Astrocyte: Embryonic prefrontal cortex	CellMarker
ELOVL2	Astrocyte: Embryonic prefrontal cortex	CellMarker
ELOVL5	Astrocyte: Embryonic prefrontal cortex	CellMarker
EMC2	Astrocyte: Embryonic prefrontal cortex	CellMarker
ENHO	Astrocyte: Embryonic prefrontal cortex	CellMarker
ETV1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ETV5	Astrocyte: Embryonic prefrontal cortex	CellMarker
F3	Astrocyte: Embryonic prefrontal cortex	CellMarker
FABP5	Astrocyte: Embryonic prefrontal cortex	CellMarker
FABP7	Astrocyte: Embryonic prefrontal cortex	CellMarker
FADS2	Astrocyte: Embryonic prefrontal cortex	CellMarker
FAM107A	Astrocyte: Embryonic prefrontal cortex	CellMarker
FAM181B	Astrocyte: Embryonic prefrontal cortex	CellMarker
FAM84B	Astrocyte: Embryonic prefrontal cortex	CellMarker
FAT1	Astrocyte: Embryonic prefrontal cortex	CellMarker
FBLN2	Astrocyte: Embryonic prefrontal cortex	CellMarker
FERMT2	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
FXYD1	Astrocyte: Embryonic prefrontal cortex	CellMarker
G6PC3	Astrocyte: Embryonic prefrontal cortex	CellMarker
GATM	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
GDPD2	Astrocyte: Embryonic prefrontal cortex	CellMarker
GFAP	Astrocyte: Embryonic prefrontal cortex	CellMarker
GJA1	Astrocyte: Embryonic prefrontal cortex	CellMarker
GLUD1	Astrocyte: Embryonic prefrontal cortex	CellMarker
GLUL	Astrocyte: Embryonic prefrontal cortex	CellMarker
GNG11	Astrocyte: Embryonic prefrontal cortex	CellMarker
GNG12	Astrocyte: Embryonic prefrontal cortex	CellMarker
GNG5	Astrocyte: Embryonic prefrontal cortex	CellMarker
GNG7	Astrocyte: Embryonic prefrontal cortex	CellMarker
GNPTG	Astrocyte: Embryonic prefrontal cortex	CellMarker
GPM6B	Astrocyte: Embryonic prefrontal cortex	CellMarker
GPR137B	Astrocyte: Embryonic prefrontal cortex	CellMarker
GPR37L1	Astrocyte: Embryonic prefrontal cortex	CellMarker
GPRC5B	Astrocyte: Embryonic prefrontal cortex	CellMarker
GPX3	Astrocyte: Embryonic prefrontal cortex	CellMarker
GRB14	Astrocyte: Embryonic prefrontal cortex	CellMarker
GRM3	Astrocyte: Embryonic prefrontal cortex	CellMarker
GULP1	Astrocyte: Embryonic prefrontal cortex	CellMarker
H2AFZ	Astrocyte: Embryonic prefrontal cortex	CellMarker
HADHB	Astrocyte: Embryonic prefrontal cortex	CellMarker
HAPLN1	Astrocyte: Embryonic prefrontal cortex	CellMarker
HAPLN3	Astrocyte: Embryonic prefrontal cortex	CellMarker
HDAC2	Astrocyte: Embryonic prefrontal cortex	CellMarker
HES1	Astrocyte: Embryonic prefrontal cortex	CellMarker
HES4	Astrocyte: Embryonic prefrontal cortex	CellMarker
HES5	Astrocyte: Embryonic prefrontal cortex	CellMarker
HEY1	Astrocyte: Embryonic prefrontal cortex	CellMarker
HLA-A	Astrocyte: Embryonic prefrontal cortex	CellMarker
HLA-B	Astrocyte: Embryonic prefrontal cortex	CellMarker
HLA-C	Astrocyte: Embryonic prefrontal cortex	CellMarker
HMGCS1	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
HNMT	Astrocyte: Embryonic prefrontal cortex	CellMarker
HOPX	Astrocyte: Embryonic prefrontal cortex	CellMarker
HSD17B12	Astrocyte: Embryonic prefrontal cortex	CellMarker
HSPB1	Astrocyte: Embryonic prefrontal cortex	CellMarker
HTRA1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ID1	Astrocyte: Embryonic prefrontal cortex	CellMarker
ID2	Astrocyte: Embryonic prefrontal cortex	CellMarker
ID4	Astrocyte: Embryonic prefrontal cortex	CellMarker
IDI1	Astrocyte: Embryonic prefrontal cortex	CellMarker
IFI27L1	Astrocyte: Embryonic prefrontal cortex	CellMarker
IFITM3	Astrocyte: Embryonic prefrontal cortex	CellMarker
IGFBP4	Astrocyte: Embryonic prefrontal cortex	CellMarker
IGFBPL1	Astrocyte: Embryonic prefrontal cortex	CellMarker
IL33	Astrocyte: Embryonic prefrontal cortex	CellMarker
ITGAV	Astrocyte: Embryonic prefrontal cortex	CellMarker
ITM2C	Astrocyte: Embryonic prefrontal cortex	CellMarker
ITPR2	Astrocyte: Embryonic prefrontal cortex	CellMarker
JUN	Astrocyte: Embryonic prefrontal cortex	CellMarker
KCNE5	Astrocyte: Embryonic prefrontal cortex	CellMarker
KCNJ10	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
KLHDC8A	Astrocyte: Embryonic prefrontal cortex	CellMarker
LAMB2	Astrocyte: Embryonic prefrontal cortex	CellMarker
LEPROT	Astrocyte: Embryonic prefrontal cortex	CellMarker
LGALS1	Astrocyte: Embryonic prefrontal cortex	CellMarker
LGALS3	Astrocyte: Embryonic prefrontal cortex	CellMarker
LGALS3BP	Astrocyte: Embryonic prefrontal cortex	CellMarker
LGI1	Astrocyte: Embryonic prefrontal cortex	CellMarker
LIFR	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
NA	Astrocyte: Embryonic prefrontal cortex	CellMarker
LIPA	Astrocyte: Embryonic prefrontal cortex	CellMarker
LITAF	Astrocyte: Embryonic prefrontal cortex	CellMarker
LIX1	Astrocyte: Embryonic prefrontal cortex	CellMarker
LRIG1	Astrocyte: Embryonic prefrontal cortex	CellMarker
LRP4	Astrocyte: Embryonic prefrontal cortex	CellMarker
LRRC10B	Astrocyte: Embryonic prefrontal cortex	CellMarker
LRRC17	Astrocyte: Embryonic prefrontal cortex	CellMarker
LRRC3B	Astrocyte: Embryonic prefrontal cortex	CellMarker
LRRN3	Astrocyte: Embryonic prefrontal cortex	CellMarker
LRRTM3	Astrocyte: Embryonic prefrontal cortex	CellMarker
LUZP2	Astrocyte: Embryonic prefrontal cortex	CellMarker
LYN	Astrocyte: Embryonic prefrontal cortex	CellMarker
MAGT1	Astrocyte: Embryonic prefrontal cortex	CellMarker
MASP1	Astrocyte: Embryonic prefrontal cortex	CellMarker
MEIS1	Astrocyte: Embryonic prefrontal cortex	CellMarker
METTL7A	Astrocyte: Embryonic prefrontal cortex	CellMarker
MFGE8	Astrocyte: Embryonic prefrontal cortex	CellMarker
MGLL	Astrocyte: Embryonic prefrontal cortex	CellMarker
MLC1	Astrocyte: Embryonic prefrontal cortex	CellMarker
MLLT11	Astrocyte: Embryonic prefrontal cortex	CellMarker
MMD2	Astrocyte: Embryonic prefrontal cortex	CellMarker
MRC2	Astrocyte: Embryonic prefrontal cortex	CellMarker
MSMO1	Astrocyte: Embryonic prefrontal cortex	CellMarker
MT1E	Astrocyte: Embryonic prefrontal cortex	CellMarker
MT2A	Astrocyte: Embryonic prefrontal cortex	CellMarker
MT3	Astrocyte: Embryonic prefrontal cortex	CellMarker
MYO10	Astrocyte: Embryonic prefrontal cortex	CellMarker
NCAN	Astrocyte: Embryonic prefrontal cortex	CellMarker
NDRG2	Astrocyte: Embryonic prefrontal cortex	CellMarker
NEUROD6	Astrocyte: Embryonic prefrontal cortex	CellMarker
NKAIN4	Astrocyte: Embryonic prefrontal cortex	CellMarker
NLGN3	Astrocyte: Embryonic prefrontal cortex	CellMarker
NOTCH2	Astrocyte: Embryonic prefrontal cortex	CellMarker
NOTCH3	Astrocyte: Embryonic prefrontal cortex	CellMarker
NPNT	Astrocyte: Embryonic prefrontal cortex	CellMarker
NSG1	Astrocyte: Embryonic prefrontal cortex	CellMarker
NT5E	Astrocyte: Embryonic prefrontal cortex	CellMarker
NTRK2	Astrocyte: Embryonic prefrontal cortex	CellMarker
