KO	Pathway
K19662	mmu04928
K19663	mmu04928
K21598	mmu04928
K22428	mmu04928
K22608	mmu04928
K22609	mmu04928
K00922	mmu04929
K02649	mmu04929
K02677	mmu04929
K02833	mmu04929
K04246	mmu04929
K04366	mmu04929
K04368	mmu04929
K04369	mmu04929
K04371	mmu04929
K04439	mmu04929
K04456	mmu04929
K04615	mmu04929
K04634	mmu04929
K04635	mmu04929
K04850	mmu04929
K04851	mmu04929
K04853	mmu04929
K04854	mmu04929
K04855	mmu04929
K04856	mmu04929
K04857	mmu04929
K04942	mmu04929
K04943	mmu04929
K04944	mmu04929
K04945	mmu04929
K04954	mmu04929
K04955	mmu04929
K04956	mmu04929
K04958	mmu04929
K04959	mmu04929
K04960	mmu04929
K04964	mmu04929
K04967	mmu04929
K04968	mmu04929
K04997	mmu04929
K04999	mmu04929
K05000	mmu04929
K05002	mmu04929
K05004	mmu04929
K05252	mmu04929
K05858	mmu04929
K06250	mmu04929
K07827	mmu04929
K07828	mmu04929
K08374	mmu04929
K08521	mmu04929
K08522	mmu04929
K08551	mmu04929
K19662	mmu04929
K19663	mmu04929
K23140	mmu04929
K00844	mmu04930
K00873	mmu04930
K00922	mmu04930
K02649	mmu04930
K03156	mmu04930
K04344	mmu04930
K04371	mmu04930
K04440	mmu04930
K04526	mmu04930
K04527	mmu04930
K04694	mmu04930
K04695	mmu04930
K04696	mmu04930
K04697	mmu04930
K04849	mmu04930
K04850	mmu04930
K04851	mmu04930
K04852	mmu04930
K04854	mmu04930
K05004	mmu04930
K05032	mmu04930
K06068	mmu04930
K07187	mmu04930
K07191	mmu04930
K07203	mmu04930
K07209	mmu04930
K07296	mmu04930
K07593	mmu04930
K07594	mmu04930
K07595	mmu04930
K12406	mmu04930
K12407	mmu04930
K16172	mmu04930
K17445	mmu04930
K17446	mmu04930
K18050	mmu04930
K18952	mmu04930
K00688	mmu04931
K00693	mmu04931
K00820	mmu04931
K00922	mmu04931
K01084	mmu04931
K01110	mmu04931
K01596	mmu04931
K01946	mmu04931
K02580	mmu04931
K02649	mmu04931
K03083	mmu04931
K03156	mmu04931
K03158	mmu04931
K04373	mmu04931
K04440	mmu04931
K04456	mmu04931
K04526	mmu04931
K04527	mmu04931
K04688	mmu04931
K04692	mmu04931
K04696	mmu04931
K04734	mmu04931
K04735	mmu04931
K05405	mmu04931
K05695	mmu04931
K05696	mmu04931
K05870	mmu04931
K06068	mmu04931
K06259	mmu04931
K06269	mmu04931
K06276	mmu04931
K07187	mmu04931
K07189	mmu04931
K07191	mmu04931
K07197	mmu04931
K07198	mmu04931
K07199	mmu04931
K07200	mmu04931
K07201	mmu04931
K07202	mmu04931
K07203	mmu04931
K07209	mmu04931
K07293	mmu04931
K07294	mmu04931
K07299	mmu04931
K07593	mmu04931
K08535	mmu04931
K08536	mmu04931
K08745	mmu04931
K08746	mmu04931
K08748	mmu04931
K08749	mmu04931
K08765	mmu04931
K08772	mmu04931
K09047	mmu04931
K09048	mmu04931
K09113	mmu04931
K09667	mmu04931
K09821	mmu04931
K11533	mmu04931
K13242	mmu04931
K14497	mmu04931
K15719	mmu04931
K16172	mmu04931
K16333	mmu04931
K17605	mmu04931
K17902	mmu04931
K17962	mmu04931
K18050	mmu04931
K18052	mmu04931
K18952	mmu04931
K19518	mmu04931
K19523	mmu04931
K19662	mmu04931
K00234	mmu04932
K00235	mmu04932
K00236	mmu04932
K00237	mmu04932
K00411	mmu04932
K00412	mmu04932
K00413	mmu04932
K00414	mmu04932
K00415	mmu04932
K00416	mmu04932
K00417	mmu04932
K00418	mmu04932
K00419	mmu04932
K00420	mmu04932
K00922	mmu04932
K02159	mmu04932
K02187	mmu04932
K02256	mmu04932
K02261	mmu04932
K02262	mmu04932
K02263	mmu04932
K02264	mmu04932
K02265	mmu04932
K02266	mmu04932
K02267	mmu04932
K02268	mmu04932
K02270	mmu04932
K02271	mmu04932
K02272	mmu04932
K02273	mmu04932
K02580	mmu04932
K02649	mmu04932
K03083	mmu04932
K03156	mmu04932
K03158	mmu04932
K03173	mmu04932
K03237	mmu04932
K03934	mmu04932
K03935	mmu04932
K03936	mmu04932
K03937	mmu04932
K03938	mmu04932
K03939	mmu04932
K03940	mmu04932
K03941	mmu04932
K03942	mmu04932
K03943	mmu04932
K03944	mmu04932
K03945	mmu04932
K03946	mmu04932
K03947	mmu04932
K03948	mmu04932
K03949	mmu04932
K03950	mmu04932
K03951	mmu04932
K03952	mmu04932
K03953	mmu04932
K03954	mmu04932
K03955	mmu04932
K03956	mmu04932
K03957	mmu04932
K03958	mmu04932
K03959	mmu04932
K03960	mmu04932
K03961	mmu04932
K03962	mmu04932
K03963	mmu04932
K03964	mmu04932
K03965	mmu04932
K03966	mmu04932
K03967	mmu04932
K03968	mmu04932
K04374	mmu04932
K04379	mmu04932
K04383	mmu04932
K04389	mmu04932
K04390	mmu04932
K04392	mmu04932
K04393	mmu04932
K04397	mmu04932
K04398	mmu04932
K04419	mmu04932
K04426	mmu04932
K04440	mmu04932
K04441	mmu04932
K04448	mmu04932
K04452	mmu04932
K04456	mmu04932
K04519	mmu04932
K04526	mmu04932
K04527	mmu04932
K04696	mmu04932
K04726	mmu04932
K04735	mmu04932
K05055	mmu04932
K05062	mmu04932
K05405	mmu04932
K05424	mmu04932
K05632	mmu04932
K07187	mmu04932
K07197	mmu04932
K07198	mmu04932
K07199	mmu04932
K07200	mmu04932
K07209	mmu04932
K07294	mmu04932
K07296	mmu04932
K07297	mmu04932
K07415	mmu04932
K08524	mmu04932
K08530	mmu04932
K08536	mmu04932
K08738	mmu04932
K08822	mmu04932
K08852	mmu04932
K08860	mmu04932
K09027	mmu04932
K09055	mmu04932
K09113	mmu04932
K10030	mmu04932
K11351	mmu04932
K11352	mmu04932
K11353	mmu04932
K12406	mmu04932
K13375	mmu04932
K16172	mmu04932
K16341	mmu04932
K00922	mmu04933
K01116	mmu04933
K01398	mmu04933
K02089	mmu04933
K02159	mmu04933
K02161	mmu04933
K02187	mmu04933
K02580	mmu04933
K02649	mmu04933
K02677	mmu04933
K02833	mmu04933
K03156	mmu04933
K03901	mmu04933
K03907	mmu04933
K03982	mmu04933
K04166	mmu04933
K04371	mmu04933
K04383	mmu04933
K04388	mmu04933
K04392	mmu04933
K04393	mmu04933
K04440	mmu04933
K04441	mmu04933
K04446	mmu04933
K04447	mmu04933
K04448	mmu04933
K04456	mmu04933
K04500	mmu04933
K04501	mmu04933
K04503	mmu04933
K04519	mmu04933
K04674	mmu04933
K04692	mmu04933
K04702	mmu04933
K04735	mmu04933
K05405	mmu04933
K05448	mmu04933
K05449	mmu04933
K05717	mmu04933
K05740	mmu04933
K05857	mmu04933
K05858	mmu04933
K05859	mmu04933
K05860	mmu04933
K06068	mmu04933
K06236	mmu04933
K06237	mmu04933
K06490	mmu04933
K06494	mmu04933
K06527	mmu04933
K06624	mmu04933
K07201	mmu04933
K07827	mmu04933
K07828	mmu04933
K08008	mmu04933
K09203	mmu04933
K09821	mmu04933
K10030	mmu04933
K11220	mmu04933
K11223	mmu04933
K11224	mmu04933
K13242	mmu04933
K13375	mmu04933
K13376	mmu04933
K13377	mmu04933
K14624	mmu04933
K16366	mmu04933
K16858	mmu04933
K18050	mmu04933
K18952	mmu04933
K19662	mmu04933
K19720	mmu04933
K19722	mmu04933
K21421	mmu04933
K21423	mmu04933
K23605	mmu04933
K00070	mmu04934
K00182	mmu04934
K00312	mmu04934
K00408	mmu04934
K00444	mmu04934
K00445	mmu04934
K00497	mmu04934
K00498	mmu04934
K00512	mmu04934
K00513	mmu04934
K00572	mmu04934
K00714	mmu04934
K01064	mmu04934
K01357	mmu04934
K01384	mmu04934
K01558	mmu04934
K01679	mmu04934
K02085	mmu04934
K02089	mmu04934
K02091	mmu04934
K02105	mmu04934
K02157	mmu04934
K02206	mmu04934
K02235	mmu04934
K02329	mmu04934
K02353	mmu04934
K02354	mmu04934
K02375	mmu04934
K02376	mmu04934
K02432	mmu04934
K02620	mmu04934
K02842	mmu04934
K03083	mmu04934
K03209	mmu04934
K04166	mmu04934
K04200	mmu04934
K04345	mmu04934
K04353	mmu04934
K04361	mmu04934
K04365	mmu04934
K04368	mmu04934
K04369	mmu04934
K04371	mmu04934
K04374	mmu04934
K04385	mmu04934
K04450	mmu04934
K04465	mmu04934
K04490	mmu04934
K04491	mmu04934
K04492	mmu04934
K04503	mmu04934
K04515	mmu04934
K04578	mmu04934
K04579	mmu04934
K04630	mmu04934
K04632	mmu04934
K04634	mmu04934
K04635	mmu04934
K04684	mmu04934
K04685	mmu04934
K04850	mmu04934
K04851	mmu04934
K04853	mmu04934
K04854	mmu04934
K04855	mmu04934
K04856	mmu04934
K04857	mmu04934
K04877	mmu04934
K04913	mmu04934
K04914	mmu04934
K04958	mmu04934
K04959	mmu04934
K04960	mmu04934
K05228	mmu04934
K05256	mmu04934
K05858	mmu04934
K05870	mmu04934
K06618	mmu04934
K06620	mmu04934
K06621	mmu04934
K06622	mmu04934
K06624	mmu04934
K06625	mmu04934
K06626	mmu04934
K07836	mmu04934
K07843	mmu04934
K08041	mmu04934
K08042	mmu04934
K08043	mmu04934
K08044	mmu04934
K08045	mmu04934
K08046	mmu04934
K08047	mmu04934
K08048	mmu04934
K08049	mmu04934
K08560	mmu04934
K09047	mmu04934
K09048	mmu04934
K09049	mmu04934
K09093	mmu04934
K09097	mmu04934
K09186	mmu04934
K09187	mmu04934
K09355	mmu04934
K09389	mmu04934
K09821	mmu04934
K11839	mmu04934
K12473	mmu04934
K13298	mmu04934
K13885	mmu04934
K14349	mmu04934
K14961	mmu04934
K14963	mmu04934
K14964	mmu04934
K14970	mmu04934
K16056	mmu04934
K16931	mmu04934
K17454	mmu04934
K17767	mmu04934
K18437	mmu04934
K22398	mmu04934
K22499	mmu04934
K00922	mmu04935
K01116	mmu04935
K02649	mmu04935
K02677	mmu04935
K02833	mmu04935
K03083	mmu04935
K03099	mmu04935
K04217	mmu04935
K04218	mmu04935
K04219	mmu04935
K04221	mmu04935
K04284	mmu04935
K04345	mmu04935
K04364	mmu04935
K04366	mmu04935
K04368	mmu04935
K04369	mmu04935
K04371	mmu04935
K04374	mmu04935
K04379	mmu04935
K04416	mmu04935
K04430	mmu04935
K04432	mmu04935
K04433	mmu04935
K04438	mmu04935
K04440	mmu04935
K04441	mmu04935
K04447	mmu04935
K04450	mmu04935
K04456	mmu04935
K04498	mmu04935
K04584	mmu04935
K04630	mmu04935
K04632	mmu04935
K04634	mmu04935
K04635	mmu04935
K04692	mmu04935
K04694	mmu04935
K04695	mmu04935
K04696	mmu04935
K04850	mmu04935
K04851	mmu04935
K04853	mmu04935
K04857	mmu04935
K04958	mmu04935
K04959	mmu04935
K04960	mmu04935
K05080	mmu04935
K05237	mmu04935
K05254	mmu04935
K05260	mmu04935
K05438	mmu04935
K05459	mmu04935
K05725	mmu04935
K05726	mmu04935
K05858	mmu04935
K05859	mmu04935
K05870	mmu04935
K06279	mmu04935
K07187	mmu04935
K07203	mmu04935
K07827	mmu04935
K07828	mmu04935
K08041	mmu04935
K08042	mmu04935
K08043	mmu04935
K08044	mmu04935
K08045	mmu04935
K08046	mmu04935
K08047	mmu04935
K08048	mmu04935
K08049	mmu04935
K09028	mmu04935
K09047	mmu04935
K09048	mmu04935
K09049	mmu04935
K09363	mmu04935
K10138	mmu04935
K11220	mmu04935
K11223	mmu04935
K11224	mmu04935
K11265	mmu04935
K16172	mmu04935
K17256	mmu04935
K17445	mmu04935
K17446	mmu04935
K17447	mmu04935
K17448	mmu04935
K17449	mmu04935
K19662	mmu04935
K19663	mmu04935
K25968	mmu04935
K00121	mmu04936
K00128	mmu04936
K00149	mmu04936
K00232	mmu04936
K00249	mmu04936
K00507	mmu04936
K00665	mmu04936
K01332	mmu04936
K01578	mmu04936
K01946	mmu04936
K02105	mmu04936
K02187	mmu04936
K02373	mmu04936
K02580	mmu04936
K02620	mmu04936
K02861	mmu04936
K03083	mmu04936
K03156	mmu04936
K03158	mmu04936
K03171	mmu04936
K03174	mmu04936
K03175	mmu04936
K03986	mmu04936
K03987	mmu04936
K03988	mmu04936
K03989	mmu04936
K03990	mmu04936
K03994	mmu04936
K04009	mmu04936
K04010	mmu04936
K04389	mmu04936
K04390	mmu04936
K04391	mmu04936
K04398	mmu04936
K04403	mmu04936
K04404	mmu04936
K04426	mmu04936
K04427	mmu04936
K04430	mmu04936
K04431	mmu04936
K04432	mmu04936
K04433	mmu04936
K04440	mmu04936
K04441	mmu04936
K04456	mmu04936
K04466	mmu04936
K04467	mmu04936
K04490	mmu04936
K04491	mmu04936
K04492	mmu04936
K04503	mmu04936
K04519	mmu04936
K04729	mmu04936
K04730	mmu04936
K04733	mmu04936
K04734	mmu04936
K04735	mmu04936
K05164	mmu04936
K05166	mmu04936
K05399	mmu04936
K05400	mmu04936
K05403	mmu04936
K05405	mmu04936
K05406	mmu04936
K05410	mmu04936
K05411	mmu04936
K05414	mmu04936
K05415	mmu04936
K05425	mmu04936
K05489	mmu04936
K05505	mmu04936
K05842	mmu04936
K07197	mmu04936
K07198	mmu04936
K07199	mmu04936
K07200	mmu04936
K07201	mmu04936
K07202	mmu04936
K07209	mmu04936
K07210	mmu04936
K07211	mmu04936
K07294	mmu04936
K07296	mmu04936
K07297	mmu04936
K07359	mmu04936
K07415	mmu04936
K08750	mmu04936
K08765	mmu04936
K09408	mmu04936
K09479	mmu04936
K10030	mmu04936
K10160	mmu04936
K11262	mmu04936
K11411	mmu04936
K12793	mmu04936
K12897	mmu04936
K13951	mmu04936
K13952	mmu04936
K13980	mmu04936
K14085	mmu04936
K15728	mmu04936
K17125	mmu04936
K19523	mmu04936
K19524	mmu04936
K21423	mmu04936
K01294	mmu04940
K01353	mmu04940
K01580	mmu04940
K03156	mmu04940
K04077	mmu04940
K04383	mmu04940
K04389	mmu04940
K04390	mmu04940
K04519	mmu04940
K04526	mmu04940
K04687	mmu04940
K05406	mmu04940
K05412	mmu04940
K05413	mmu04940
K05425	mmu04940
K05429	mmu04940
K05468	mmu04940
K06470	mmu04940
K06751	mmu04940
K06752	mmu04940
K07817	mmu04940
K07818	mmu04940
K10784	mmu04940
K10785	mmu04940
K19863	mmu04940
K04526	mmu04950
K06054	mmu04950
K07292	mmu04950
K07593	mmu04950
K07594	mmu04950
K07595	mmu04950
K08024	mmu04950
K08025	mmu04950
K08026	mmu04950
K08027	mmu04950
K08028	mmu04950
K08029	mmu04950
K08030	mmu04950
K08031	mmu04950
K08032	mmu04950
K08033	mmu04950
K08034	mmu04950
K08035	mmu04950
K08036	mmu04950
K08037	mmu04950
K08038	mmu04950
K08039	mmu04950
K08040	mmu04950
K12406	mmu04950
K12407	mmu04950
K19521	mmu04950
K00071	mmu04960
K00922	mmu04960
K01538	mmu04960
K01539	mmu04960
K01540	mmu04960
K02649	mmu04960
K02677	mmu04960
K04371	mmu04960
K04526	mmu04960
K04527	mmu04960
K04824	mmu04960
K04825	mmu04960
K04827	mmu04960
K04995	mmu04960
K05459	mmu04960
K06276	mmu04960
K06644	mmu04960
K07827	mmu04960
K08555	mmu04960
K13302	mmu04960
K13305	mmu04960
K13358	mmu04960
K13359	mmu04960
K16172	mmu04960
K19662	mmu04960
K19663	mmu04960
K01325	mmu04961
K01528	mmu04961
K01538	mmu04961
K01539	mmu04961
K01540	mmu04961
K02677	mmu04961
K03916	mmu04961
K04345	mmu04961
K04585	mmu04961
K04632	mmu04961
K04634	mmu04961
K04644	mmu04961
K04645	mmu04961
K04646	mmu04961
K04974	mmu04961
K05261	mmu04961
K05849	mmu04961
K05850	mmu04961
K05858	mmu04961
K07904	mmu04961
K08046	mmu04961
K08049	mmu04961
K08539	mmu04961
K08550	mmu04961
K11824	mmu04961
K11825	mmu04961
K11826	mmu04961
K11827	mmu04961
K14756	mmu04961
K14757	mmu04961
K19662	mmu04961
K19663	mmu04961
K23484	mmu04961
K04228	mmu04962
K04345	mmu04962
K04632	mmu04962
K04648	mmu04962
K05242	mmu04962
K05870	mmu04962
K06027	mmu04962
K07887	mmu04962
K07888	mmu04962
K07889	mmu04962
K07904	mmu04962
K07905	mmu04962
K08043	mmu04962
K08046	mmu04962
K08049	mmu04962
K09047	mmu04962
K09048	mmu04962
K09865	mmu04962
K09866	mmu04962
K09876	mmu04962
K10413	mmu04962
K10414	mmu04962
K10415	mmu04962
K10416	mmu04962
K10417	mmu04962
K10418	mmu04962
K10424	mmu04962
K10426	mmu04962
K10427	mmu04962
K10428	mmu04962
K12462	mmu04962
K13502	mmu04962
K13504	mmu04962
K00025	mmu04964
K00261	mmu04964
K01425	mmu04964
K01538	mmu04964
K01539	mmu04964
K01540	mmu04964
K01596	mmu04964
K09864	mmu04964
K12040	mmu04964
K13575	mmu04964
K13576	mmu04964
K13577	mmu04964
K18245	mmu04964
K18246	mmu04964
K01542	mmu04966
K01543	mmu04966
K02145	mmu04966
K02146	mmu04966
K02147	mmu04966
K02148	mmu04966
K02149	mmu04966
K02150	mmu04966
K02151	mmu04966
K02152	mmu04966
K02153	mmu04966
K02154	mmu04966
K02155	mmu04966
K05018	mmu04966
K06573	mmu04966
K13627	mmu04966
K18245	mmu04966
K01176	mmu04970
K01242	mmu04970
K01538	mmu04970
K01539	mmu04970
K01540	mmu04970
K02183	mmu04970
K02677	mmu04970
K04131	mmu04970
K04135	mmu04970
K04136	mmu04970
K04137	mmu04970
K04141	mmu04970
K04142	mmu04970
K04143	mmu04970
K04345	mmu04970
K04632	mmu04970
K04634	mmu04970
K04936	mmu04970
K04945	mmu04970
K04958	mmu04970
K04959	mmu04970
K04960	mmu04970
K04963	mmu04970
K04975	mmu04970
K05742	mmu04970
K05850	mmu04970
K05858	mmu04970
K07376	mmu04970
K08041	mmu04970
K08042	mmu04970
K08043	mmu04970
K08044	mmu04970
K08045	mmu04970
K08046	mmu04970
K08047	mmu04970
K08048	mmu04970
K08049	mmu04970
K09867	mmu04970
K10951	mmu04970
K12318	mmu04970
K12319	mmu04970
K12550	mmu04970
K13240	mmu04970
K13504	mmu04970
K13855	mmu04970
K13879	mmu04970
K13897	mmu04970
K13898	mmu04970
K13899	mmu04970
K13900	mmu04970
K13901	mmu04970
K13908	mmu04970
K13909	mmu04970
K13910	mmu04970
K13911	mmu04970
K13912	mmu04970
K13913	mmu04970
K13914	mmu04970
K13915	mmu04970
K13916	mmu04970
K18152	mmu04970
K19477	mmu04970
K19662	mmu04970
K19663	mmu04970
K00907	mmu04971
K01539	mmu04971
K01540	mmu04971
K01542	mmu04971
K01543	mmu04971
K02183	mmu04971
K02677	mmu04971
K04131	mmu04971
K04150	mmu04971
K04195	mmu04971
K04218	mmu04971
K04345	mmu04971
K04515	mmu04971
K04630	mmu04971
K04632	mmu04971
K04634	mmu04971
K04896	mmu04971
K04913	mmu04971
K04920	mmu04971
K04926	mmu04971
K04958	mmu04971
K04959	mmu04971
K04960	mmu04971
K04995	mmu04971
K04996	mmu04971
K05003	mmu04971
K05008	mmu04971
K05009	mmu04971
K05031	mmu04971
K05237	mmu04971
K05692	mmu04971
K05742	mmu04971
K05858	mmu04971
K08007	mmu04971
K08041	mmu04971
K08042	mmu04971
K08043	mmu04971
K08044	mmu04971
K08045	mmu04971
K08046	mmu04971
K08047	mmu04971
K08048	mmu04971
K08049	mmu04971
K13768	mmu04971
K13855	mmu04971
K13961	mmu04971
K13962	mmu04971
K18245	mmu04971
K19662	mmu04971
K19663	mmu04971
K01047	mmu04972
K01176	mmu04972
K01242	mmu04972
K01291	mmu04972
K01298	mmu04972
K01300	mmu04972
K01310	mmu04972
K01312	mmu04972
K01345	mmu04972
K01346	mmu04972
K01538	mmu04972
K01539	mmu04972
K01540	mmu04972
K02677	mmu04972
K04131	mmu04972
K04194	mmu04972
K04353	mmu04972
K04392	mmu04972
K04513	mmu04972
K04588	mmu04972
K04632	mmu04972
K04634	mmu04972
K04926	mmu04972
K04936	mmu04972
K04958	mmu04972
K04959	mmu04972
K04960	mmu04972
K04962	mmu04972
K04964	mmu04972
K05027	mmu04972
K05028	mmu04972
K05030	mmu04972
K05031	mmu04972
K05226	mmu04972
K05263	mmu04972
K05742	mmu04972
K05850	mmu04972
K05853	mmu04972
K05858	mmu04972
K07836	mmu04972
K07884	mmu04972
K07886	mmu04972
K07901	mmu04972
K07904	mmu04972
K08041	mmu04972
K08042	mmu04972
K08043	mmu04972
K08044	mmu04972
K08045	mmu04972
K08046	mmu04972
K08047	mmu04972
K08048	mmu04972
K08049	mmu04972
K08779	mmu04972
K08780	mmu04972
K09632	mmu04972
K10951	mmu04972
K12298	mmu04972
K13575	mmu04972
K13855	mmu04972
K14073	mmu04972
K14074	mmu04972
K14075	mmu04972
K14077	mmu04972
K14078	mmu04972
K18152	mmu04972
K18245	mmu04972
K19662	mmu04972
K19663	mmu04972
K00844	mmu04973
K00922	mmu04973
K01084	mmu04973
K01176	mmu04973
K01203	mmu04973
K01229	mmu04973
K01538	mmu04973
K01539	mmu04973
K01540	mmu04973
K02649	mmu04973
K04456	mmu04973
K04625	mmu04973
K04626	mmu04973
K04851	mmu04973
K05858	mmu04973
K07593	mmu04973
K08143	mmu04973
K08171	mmu04973
K12047	mmu04973
K14158	mmu04973
K19662	mmu04973
K19729	mmu04973
K01278	mmu04974
K01285	mmu04974
K01291	mmu04974
K01298	mmu04974
K01300	mmu04974
K01310	mmu04974
K01312	mmu04974
K01345	mmu04974
K01346	mmu04974
K01389	mmu04974
K01395	mmu04974
K01538	mmu04974
K01539	mmu04974
K01540	mmu04974
K04897	mmu04974
K04916	mmu04974
K04926	mmu04974
K04945	mmu04974
K05006	mmu04974
K05334	mmu04974
K05612	mmu04974
K05616	mmu04974
K05849	mmu04974
K06002	mmu04974
K06236	mmu04974
K06237	mmu04974
K06238	mmu04974
K06519	mmu04974
K06823	mmu04974
K07603	mmu04974
K08131	mmu04974
K08132	mmu04974
K08133	mmu04974
K08135	mmu04974
K08187	mmu04974
K08606	mmu04974
K08779	mmu04974
K08780	mmu04974
K09632	mmu04974
K09708	mmu04974
K12040	mmu04974
K13781	mmu04974
K13867	mmu04974
K13868	mmu04974
K14206	mmu04974
K14207	mmu04974
K14208	mmu04974
K14209	mmu04974
K14210	mmu04974
K14211	mmu04974
K16617	mmu04974
K16628	mmu04974
K16629	mmu04974
K16630	mmu04974
K19479	mmu04974
K19719	mmu04974
K19720	mmu04974
K19721	mmu04974
K23455	mmu04974
K23619	mmu04974
K24339	mmu04974
K24340	mmu04974
K24355	mmu04974
K24356	mmu04974
K24357	mmu04974
K24358	mmu04974
K00626	mmu04975
K01047	mmu04975
K01080	mmu04975
K05641	mmu04975
K05683	mmu04975
K05684	mmu04975
K06259	mmu04975
K08745	mmu04975
K08750	mmu04975
K08751	mmu04975
K08757	mmu04975
K08760	mmu04975
K11155	mmu04975
K11160	mmu04975
K12298	mmu04975
K13509	mmu04975
K13885	mmu04975
K14073	mmu04975
K14074	mmu04975
K14075	mmu04975
K14452	mmu04975
K14455	mmu04975
K14456	mmu04975
K14457	mmu04975
K14460	mmu04975
K14461	mmu04975
K14462	mmu04975
K14463	mmu04975
K00021	mmu04976
K00489	mmu04976
K00659	mmu04976
K00699	mmu04976
K01253	mmu04976
K01538	mmu04976
K01539	mmu04976
K01540	mmu04976
K03460	mmu04976
K04345	mmu04976
K04588	mmu04976
K04632	mmu04976
K04943	mmu04976
K05031	mmu04976
K05043	mmu04976
K05263	mmu04976
K05658	mmu04976
K05659	mmu04976
K05664	mmu04976
K05666	mmu04976
K05667	mmu04976
K05673	mmu04976
K05681	mmu04976
K05683	mmu04976
K05684	mmu04976
K05742	mmu04976
K07299	mmu04976
K08041	mmu04976
K08042	mmu04976
K08043	mmu04976
K08044	mmu04976
K08045	mmu04976
K08046	mmu04976
K08047	mmu04976
K08048	mmu04976
K08049	mmu04976
K08198	mmu04976
K08204	mmu04976
K08205	mmu04976
K08524	mmu04976
K08537	mmu04976
K08563	mmu04976
K08748	mmu04976
K09864	mmu04976
K09866	mmu04976
K09869	mmu04976
K09877	mmu04976
K11822	mmu04976
K12040	mmu04976
K12473	mmu04976
K13575	mmu04976
K13855	mmu04976
K13857	mmu04976
K13885	mmu04976
K14158	mmu04976
K14341	mmu04976
K14342	mmu04976
K14349	mmu04976
K14360	mmu04976
K14361	mmu04976
K17689	mmu04976
K18245	mmu04976
K00678	mmu04977
K01435	mmu04977
K05665	mmu04977
K05678	mmu04977
K08757	mmu04977
K08760	mmu04977
K11156	mmu04977
K13885	mmu04977
K14073	mmu04977
K14386	mmu04977
K14462	mmu04977
K14592	mmu04977
K14609	mmu04977
K14610	mmu04977
K14611	mmu04977
K14613	mmu04977
K14615	mmu04977
K14616	mmu04977
K14617	mmu04977
K14618	mmu04977
K14619	mmu04977
K14620	mmu04977
K14621	mmu04977
K14622	mmu04977
K18259	mmu04977
K00510	mmu04978
K00522	mmu04978
K01538	mmu04978
K01539	mmu04978
K01540	mmu04978
K04975	mmu04978
K04981	mmu04978
K04982	mmu04978
K05011	mmu04978
K05334	mmu04978
K05849	mmu04978
K05850	mmu04978
K07213	mmu04978
K08370	mmu04978
K08539	mmu04978
K12040	mmu04978
K13625	mmu04978
K14078	mmu04978
K14158	mmu04978
K14613	mmu04978
K14683	mmu04978
K14685	mmu04978
K14686	mmu04978
K14688	mmu04978
K14704	mmu04978
K14706	mmu04978
K14710	mmu04978
K14734	mmu04978
K14735	mmu04978
K14736	mmu04978
K14737	mmu04978
K14738	mmu04978
K14739	mmu04978
K17686	mmu04978
K21398	mmu04978
K21418	mmu04978
K00488	mmu04979
K00489	mmu04979
K00637	mmu04979
K00650	mmu04979
K01052	mmu04979
K01059	mmu04979
K04524	mmu04979
K04550	mmu04979
K05641	mmu04979
K05664	mmu04979
K05683	mmu04979
K05684	mmu04979
K05770	mmu04979
K05862	mmu04979
K06096	mmu04979
K06233	mmu04979
K06259	mmu04979
K08757	mmu04979
K08758	mmu04979
K08759	mmu04979
K08760	mmu04979
K08761	mmu04979
K08767	mmu04979
K09644	mmu04979
K10637	mmu04979
K10707	mmu04979
K12385	mmu04979
K12388	mmu04979
K12473	mmu04979
K12474	mmu04979
K13050	mmu04979
K13443	mmu04979
K13885	mmu04979
K14349	mmu04979
K14462	mmu04979
K15040	mmu04979
K15041	mmu04979
K16835	mmu04979
K16931	mmu04979
K17305	mmu04979
K20464	mmu04979
K22283	mmu04979
K22284	mmu04979
K22286	mmu04979
K22287	mmu04979
K22288	mmu04979
K22289	mmu04979
K22290	mmu04979
K22291	mmu04979
K25914	mmu04979
K00548	mmu04980
K00597	mmu04980
K00798	mmu04980
K01847	mmu04980
K05678	mmu04980
K06734	mmu04980
K07588	mmu04980
K13279	mmu04980
K14615	mmu04980
K14617	mmu04980
K14618	mmu04980
K14619	mmu04980
K14966	mmu04980
K20828	mmu04980
K23211	mmu04980
K25741	mmu04980
K26006	mmu04980
K00287	mmu04981
K00288	mmu04981
K00544	mmu04981
K00547	mmu04981
K00548	mmu04981
K00560	mmu04981
K00600	mmu04981
K01930	mmu04981
K01934	mmu04981
K05043	mmu04981
K05665	mmu04981
K05666	mmu04981
K05667	mmu04981
K05668	mmu04981
K05673	mmu04981
K05681	mmu04981
K08203	mmu04981
K08205	mmu04981
K13649	mmu04981
K14352	mmu04981
K14592	mmu04981
K14609	mmu04981
K14613	mmu04981
K25004	mmu04981
K00134	mmu05010
K00182	mmu05010
K00234	mmu05010
K00235	mmu05010
K00236	mmu05010
K00237	mmu05010
K00312	mmu05010
K00408	mmu05010
K00411	mmu05010
K00412	mmu05010
K00413	mmu05010
K00414	mmu05010
K00415	mmu05010
K00416	mmu05010
K00417	mmu05010
K00418	mmu05010
K00419	mmu05010
K00420	mmu05010
K00444	mmu05010
K00445	mmu05010
K00572	mmu05010
K00714	mmu05010
